date,review,rating,isEdited,userName,title,App_Name
2018-03-05 01:07:38,"A lot of my riding buddies use it and have asked me to install it. I just want something for free and can track my rides with elevation profiles and speed. Strava seems to do that and a lot more, especially ads that keeps hounding you to upgrade to the premium version. Cool thing is that it can record your movements with GPS and can be set up with privacy in mind. Here are a bunch of thing that bug me about this app:
1) the Feed is kind of confusing sometimes. It takes sometime to get use to on what is what, especially the stupid ads are mixed in.
2) the header part of the app where you have links or buttons. They're hard to press and a lot of the times, the don't work. A good example is the bell on the Feed. You have to press it numerous times or just let your thumb sit there for a few seconds to get you to a notification screen. 
3) settings and other setups require so many steps to set up the app or to start a recording process.
I wish there's a non-paid app without any advertisements that can give you GPS tracking on a map with speed and elevation without all the bloated crap that comes with Strava. To bad there's none out there at the moment.",3,False,CSharpster,Hard to use. Constant ads to upgrade.,Strava
2022-12-16 06:58:04,"While I love that in Strava I can share my runs with friends and my coach while doing challenges, I have noticed that they like to slowly take away the things you can do without buying their overpriced subscription. I have to say that I joined when segment leaderboards were still all free, routes were free, and you got a year in review of your activities at the end of the year. This was great, made me love the app, but since then it has become an app that only lets you see top overall on a segment and men and women best times. It has also made it necessary to pay for the ability to use the number of routes freely created by other users and inputted into their database. And finally very recently they made the Year in Sport exclusive to subscribers. In the end it is just a Facebook for sharing activities and adding up numbers. Many other tracking apps have uh more available for free than Strava. Just know if you want to make sure you will always have access to something on the app, but the subscription. I wouldn’t be surprised if they made the whole app only available by subscription.",3,False,Jackson Wangensteen,Great App. Except they take away from free users,Strava
2020-08-05 23:28:38,"Wanted to find an alternative app for tracking my running miles (and the occasional bike ride) and decided to give strava a try. When I first downloaded the app, I still had access to leaderboards and all that jazz, but since then Strava has thrown the subscription model at its users like so many others. ($60 a year is pretty wild if you ask me). Although I was bummed, I still enjoyed the challenges and still preferred the overall interface over Nike’s. However, over the past few months I feel like I’ve been seeing an uptick in the amount of runs that don’t get tracked properly. I can’t tell you how frustrating it is to finish a long run, only to get back and look at Strava saying I’ve only run 2.8 miles. Like what?? Sometimes the app won’t even track my movement at all during a run and I’ll find myself on the sidewalk messing with my phone trying to close out of the app to reset it, and at times that doesn’t even fix the issue. I would rather not go back to using Nike’s app (for reasons I won’t go into), but at least their gps tracking system is solid. Strava if you see this, please address this issue. (Currently on iPhone X)",3,False,ornellagreg,Trying to love you Strava...,Strava
2020-05-07 13:22:20,I am newer to running and kept hearing about this app and decided to download it. I uploaded all my workouts for the last month and then went into my dashboard excited to get started using the other features. I saw that every one of my workouts included a highlighted map of my route and where I’d been. I attempted to hide this only to find out through researching it that there is no way to do so completely. I can hide it from my dashboard by selecting “treadmill” but it still shows up in other areas of my profile. I am not the first person to be concerned with this feature. There are concerns stated in the help section with a response from Strava that this issue would be addressed in 2018! Obviously this issue has not been resolved. It is a major safety concern when people you do not know on a social media app can see exactly what routes you use to workout every day. I could set my activity to private but that kind of defeats the purpose for me to connect with others. Unfortunately because of this I cannot use this app until it is resolved. I hope they actually address this soon like they stated they would two years ago because I would love to use this app to connect with others and log my workouts.,1,False,Wonderland@@,Heard the app was great but...,Strava
2021-06-02 00:47:15,"Best app for tracking your walk, run, ride, kayak, backcountry skin tour. The amount of sports that it has and the data generated is bar none the best. I also use trail forks as this doesn’t really have a map option of known trails like Trailforks or all trails but the free version gives you insights those other aforementioned apps do not and the paid version(subscription based) has a few more features(always coming out with more) that I found quite interesting and slightly more insightful. Also for those solo shredders, walker, hikers, and anyone using the app, the community based competition is also very inviting and allows you to ouch yourself against other people and against the clock. This allows you to use this also as a training aid and or just to see how your personal fitness stacks up from year to year, week to week, day to day. I love this app and find myself using it everyday. Stay stoked and I highly recommend it!!🤘🤙",5,False,Arcm99134,Best gps app for the outdoor inclined,Strava
2021-11-07 19:53:52,"I love this app because as a beginner runner it’s helped me figure out my stats and all that important stuff so I can see areas I need to fix on. But there is one minor issue, I have been using this app for over a year and it’s been perfect for me but just recently over the summer I have noticed some issues with how the app tracks. It will record everywhere I’ve ran in one run but it won’t actually start timing it or start the distance tracker until i’m more than half a mile in. Which is a very big inconvenience because when it doesn’t track my distance for a little while it effects my time which then effects my pace messing the whole run up and making it look like I did bad. Therefore I don’t actually know how far I ran or what my pace was or what amount of time I did it in. So then i’m not sure how well I did on the run or where I need to improve on. So I just wish they could fix that problem before I decided to go and buy an apple watch and be done with this app.",4,False,katie173,Awesome but some problems,Strava
2019-08-26 20:51:37,"The social aspect of the biking got me to use this instead of MapMyRide. I love the badges and how motivational it is to beat your PRs and place in the top 10s. However, this thing is SEVERELY glitched. Granted, I’m using an iPhone and I keep it in my under saddle zip bag (could affect tracking?), but the times are heinously inaccurate. They have guys getting .03 seconds for a trail segment that’s 1/4 mile long, IN THE WOODS, on single track between trees. This isn’t even paved, and it’s physically impossible for a human to get those times, or even finish it in .10s for that matter. There are multiple people logging these ridiculous times. It’s important for me to know how I’m actually doing relative to the truth rather than fictional, glitched data. Completely deflates me when I put in maximum effort, easily clock under .30s on a trail segment and it reads 1:54!? I know I’m in the woods, but it’s absurd that in 2019 this data can’t be tracked with the utmost accuracy through some tree cover on a perfectly clear day. The features are really fun, but if the data can’t be trusted, this app is no better than a calorie counter.",3,False,house_of_ALT,Inaccurate GPS tracking,Strava
2020-05-20 23:23:48,"Very disappointed to see the focus of Strava move from a community based fitness app to a profit driven cash grab. Maybe I’m being a bit dramatic here but the reality is I don’t have money kicking around for a Strava subscription. I accept that there are going to be aspects of the app that I won’t have access to, however I would maintain that to this point the [free] app was of 5 star quality and a must have workout tracker. After the update is an entirely different story, however. The free app has been stripped to the bare bones, no more access to segment leaderboards...I can’t even view my own previous times on segments. Honestly I leave a 3 star rating because I have loved using Strava for the past few years, in reality I should really leave a 1 star review. If you are able to afford the cost of a subscription to Strava, then by all means, it is a great app that is a fun and useful tool for tracking your workouts...BUT, I would not personally recommend the app as it currently stands unless you don’t have any other option available.",3,False,SNSH86,"New Update - May 20, 2020",Strava
2018-06-26 23:28:51,"I’ve been using this app for a couple years now. Haven’t had one issue...until now. My last two runs it doesn’t connect to satellite perhaps? I don’t know, but it sure doesn’t take me 34 minutes to run 1 mile and I’m not running through fields. The GPS is all jacked up and its really frustrating. Good thing I have a Garmin for back up. Maybe fix the problem before I give up on the app.

**UPDATE** 
It’s been over 6 months since I wrote this review. Shortly after I wrote it I linked my Garmin to Strava and solely began using Garmin to track my runs, because I couldn’t rely on Strava to do it. A couple weeks ago I went out of town and forgot my Garmin. I thought I’d try Strava to track my long run that week and see if the issues had been fixed. Unfortunately, it did the same thing. Somewhere it loses me, and my run that I know from past experience is almost 8 miles, clocked in under 6. So disappointing. I don’t understand why it suddenly changed at the beginning of the year. But I sure wish you guys could fix it. I know several people who have this same issue, so I know it’s not just me or my phone.",2,False,CrumpyLady,Lagging data,Strava
2019-09-02 14:32:52,"2 MAJOR problems with this app - first when using the app with my Apple Watch it shows my distance only to the 1/10 mile instead of to the 1/100th. Really??  How does any runner find that acceptable??  Makes the app completely useless for any kind of interval training that does not involve a track. Second, it shows my average pace. I couldn’t care less about my average pace. Most runners I know what to see their CURRENT pace!  I don’t see any way to change that. Other more minor problems - 1) when it registers my splits and I want to glance quickly at my time, this app has to show me the stupid Strava logo for a second before it shows me my time. So annoying!  I’m often trail running and need to pay attention to my footing so I don’t step in a hole or trip on a root. So having to keep my eyes on my watch for that extra second could actually be a problem. 2.) the walk setting only shows mph. Why would I want to know that??  I want minutes/mile just like for running. 3.) No splits for walking??  Just because I’m walking, Strava thinks I don’t care about my mile splits?   Like I said, to me this is a useless training app. Back to the basic Activity app on the Apple Watch for me!",1,False,LEDbaby81,Useless,Strava
2019-12-17 03:26:20,"As a I’ve been using Zwift and training indoors for the past year. Have made healthy eating decisions as well but overall has helped me lose 25 lbs and pushed me through the terrible part of the cold season where I can’t ride. This app is amazing. stand-alone the app is fine. If all you want to do is record your ride it does that. I own an Apple Watch 4th gen and as stupid as this is you can’t record on your watch in order to get heartbeat and have your iPhone mounted on your bike to use simultaneously giving you access to your mph, trail position, length or ride etc. The only thing they offer are workarounds. Until there is full integration between apple watch and the iPhone the app is only really half complete because they don’t compliment one another. Really is unfortunate because if they worked as one unit for a single recording it would be a fantastic app. Now it’s just cumbersome and annoying.",5,False,ir1shboy,Only a fraction of what it could do...,Strava
2022-09-25 01:16:22,"I have been using Strava since it came out. For years I only used it for cycling then later I linked my Peloton. 

A couple of years ago I had a back injury and wanted to track my fitness during rehab. Initially I could barely walk. When I did walk I added the walks to Strava. I was able to track how I was progressing.  I moved through rehab I was adding all Strava and my strength workouts to my Google Calendar. 

One day I went through all the activities you can track on Strava and saw workouts. I added them every time I went to the gym, did core or went on a hike. My last step was wearing my Galaxy 4 watch during my workouts so I could track my heart rate while cross training. Now I have a record of all my fitness activities in one place.   My wife said, “Next thing you are going to want to track is your heart rate and time having sex!” Hmmmm………..Naw, doing the “horizontal mambo” is not a Strava activity but I guess I could just log it under “workout”….😜!

Anyway… I am a 62 year old athlete. At my age, if you don’t use it you definitely lose it! I need a record to see if I am back sliding with my fitness program.

Now, when I hit my yearly physical and my doctor asks what I have been doing to stay fit I show him my Strava activity log. He’s like , “DAAAMN!!!”

Anyway….LOVE MY STRAVA!",5,False,Ye Olde Phart,Track Your Fitness,Strava
2021-05-13 16:19:49,"My biggest complaint with this app is that it seems like it was purpose built for run, bike, swim, but the functionality and usage has evolved beyond that for any sport- unfortunately the UI hasn’t kept up with the evolution. For example- why does my main page only give the option to display my run, bike, swim stats if I only use it for climb, ski, and hike?  It would make more sense to default to your most used 3. I don’t know anybody on the app whose main 3 are bike run swim, so there seems to be a disconnect.
 Also finding local routes seems pretty buggy, I’ll get different routes every time I search somewhere, half of them missing, never any really long routes even though I know they’re there.
Wish it had better ui for climbing tracking, but it’s nice that so many other apps will plug into it.
Other than that, enjoyable community, challenges are cool, and overall more motivational to use than I anticipated.",4,False,dylan4248,Feels like it’s missing some things,Strava
2020-05-17 23:51:58,"Given this is a COVID era, I was quarantined and encouraged my my friends to get the app. It was good and all but I used it 4-5 times in two months. If I were a triathlete, I’d probably have gotten more use. The problem is I am an unemployed student and need every penny to make it right now. 

My credit card showed up with 2 declined payments one night and as soon as I made some money from selling art I was charged $60 for “summit”. My account still is listed as free, I did NOT ask for Summit (or was unaware) and their customer service is completely dehumanized to try to answer your questions with links. There’s no number, only tickets that are listed as “solved” when no one did anything. I seriously need to get reimbursed, like this is a financially unfortunate situation where $60 is all I have, and Strava all of a sudden is a name that fills me with anger because it feels like $60 was stolen from my wallet when that’s all I had. I wish they would be more prompt with customer service and more up front with cost if $60 is really what it costs. But even then - my account says “free.” Strava, PLEASE get back to me and give me a refund.",1,False,natval82,"Charged unknowingly, bad customer service",Strava
2021-11-02 18:27:41,"I love just about every aspect of this app!  However the Apple Watch app is lacking any way to actually view or follow a route that you’ve saved from the iphone app.  If only there were a map view on the strava Watch app!  No one with an Apple Watch wants to carry their phone while running!! 

Right now after discovering or creating routes in strava, I’m forced to then write the route out onto a piece of paper like it’s 1980!  That is still preferable to me over having to carry my phone on a run as I have an Apple Watch which is perfectly capable of navigation/mapping.  If only the app offered this.  Another option would be to export the route and use it in another running app that offers map views; but at $60 a year you’d expect strava to offer this basic functionality in the Watch app.  Here’s hoping!  Otherwise another competitor will offer this soon, and I’d be willing to pay for it!",4,False,CramerRy,Just 1 (major) thing that’s missing…,Strava
2023-01-04 03:50:06,"Love this app in many ways, but I wish it had better swim tracking.   I wish it had:
- open swim
- lap swim
- a setting for when you are wearing flippers 
- the ability to tap your iWatch when you completed a lap
- pregnancy mode 

It was also very hard to figure out how to get it to display detailed heart rate data.  Even my husband who uses Strava a lot and is a software engineer involved in UI design couldn’t figure it out.  

It’s a solid app, but it could use some better UI and improvements with certain sports.  Seems heavily rotated towards biking & running with not enough attention on swimming.   Wish they would purchase or parter with a better swim app like MySwimPro to get better swim data.  

Extra extra cool would be better integration of tides, swells, currents, and weather data for open swimmers.  In 2022, 12 people died near me open swimming and I wonder if apps like this could help people make more informed decision when making choices.  Strava could also advertise safety gear like a $20 swim buoy to open water swimmers.   Perhaps even with Strava logo on it…it could save lives.

Also wish it were easier to connect with other people doing my sports in the area.   Surprised the social aspect is so focused on existing friends.   Seems like a nice way to connect with others.  

Also wish it were easier to become aware of in-person competitions, races, clubs, and training opportunities.",3,False,Nerea007,Wish this app had better swim tracking & pregnancy mode,Strava
2019-09-07 22:16:23,"If autopause is on, it immediately pauses if I’m walking.  That means I have to disable autopause if I’m tracking a hike or run/walk/run type training, so I’m always having to go back into the settings and switch it back and forth. I’ve lost tracking on parts of my routes because of this.
I don’t understand why autopause isn’t sensitive enough to track walking/stopping.  Other apps seem to handle this just fine.
Units and splits: why does the display only show tenths of miles and not hundredths?  Maybe since this started as a biking app, 1/10 of a mile made sense, but as a runner I think more in terms of 1/2, 1/4, 1/8 mile distances for pace training.  I am unable to do this on strava because it doesn’t display the data (that it is already gathering), and because there is no way to select a different option for audio feedback frequency (like every 1/4 mile).
So, there are many things to like about the app, but the bottom line is that it has limited usefulness and versatility for training.",3,False,Melting clocks,Autopause doesn’t work for hikes or walks,Strava
2022-12-12 21:51:58,"My husband & I share my Apple ID for a number of things.  We both downloaded Strava but I am the one who actually uses it.  I decided to pay for the subscription, but when I clicked to subscribe (from my phone, within my Strava app), the subscription got credited to him.  I tried to contact support but didn’t receive a response.  After a few days I decided to try & delete my husbands account to see if that would free up the subscription.  This worked.  I was then able to hit “restore purchase” from my account.

For the people who are frustrated with the cost, this is a complex application.  If a product is free you are the product…. The price you pay is the freedom of not having your data sold, and having an ad free app that runs smoothly.

The reason I gave it 4 stars was because I felt for the price it would’ve made sense to actually get a response from customer support.",4,False,ArtsyAmy2,Subscription issue solution,Strava
2021-01-21 01:04:24,"4 stars for the phone app - has tracking for many activities. 
2 stars for the watch app - should mirror tracking options of the main app. 

It is frustrating that the watch app does not offer the same tracking options as the phone app. The watch has options for bike rides, runs, & hikes, but pretty much every other activity is excluded from the watch app. Everything else is generically lumped into the “workout” option, which has no way to track speed or distance. This means that if you want to track anything other than heart rate and workout time for an activity that isn’t a run or bike ride using your watch, you will have to bring your phone to do so. 😕 This is disappointing since this is one of the few apps that will track roller (inline) skating. 
Also, there should be some way to integrate the heart rate features from the watch into the phone app, which apparently only works with third party heart monitors.",3,False,restless roller,Needs better watch options for sports other than cycling and running.,Strava
2020-11-18 14:22:29,"I am a paid subscriber, my Fitbit Ionic is verifiably paired, and I have allowed access to my heart rate. Any documentation is years old and irrelevant, customer service takes it’s sweet time. None of the subscription features have ever worked except for the route maker. Despite rigorous trackable daily exercise over months, the app still indicates no weekly intensity. If the purpose of the Strava app is to combine data from multiple sources, it’s a total failure. To use Strava to ride, you can’t also manually activate the Fitbit or you’ll get 2 records-If you use only Strava app, you get no Fitbit activity credit-If you use Fitbit only, you can’t use the Strava route tracker. With my Smart Rower, the app still fails to pull in the heart rate data from my Fitbit. There is nothing this app does that the other free apps (Fitbit, SmartRower) don’t already do. I’m no longer sure what the point of this app is besides ripping me off. Also, I have communicated with feedback and I have not heard an answer-as of this post it was 14 days ago. Bu-bye Strava, you’re off to the land of deleted apps that failed to live up to their advertised expectations.",1,False,Que Moi?,App is garbage-Do not subscribe,Strava
2018-12-19 16:17:42,"When at the age of about 55 I started a more serious fitness regimen I looked at the available apps and chose map my walk. I used it for about 3 years, and over the course of time it just became too needy, and required to much of my time to maintain it.  I had sort of become aware of Strava, but I thought it was more for bicycling and really serious athletes. Anyway I decided to give it a go and have never looked back.  It gives me all the data I need, and has been 100% reliable. I like the way it finds and keeps track of routes I regularly complete, and finds ways to give me badges for accomplishments on days I don’t expect it.  It’s helped me log over 100 miles a month for the last 4 months. I have considered upgrading to the paid version but I really don’t like subscriptions. I would consider paying a onetime upgrade for a few more features.",5,False,Levi2u,Excellent fitness tracker,Strava
2020-07-27 15:26:10,"Horrible company to work with. Signed up to try the app after it had been recommended to me. It informed me that I would need to cancel before x date in order to not be charged for the subscription. As that date approached I tried canceling me free trial but it didn’t seem to be working. I googled how to cancel the “automatic renewal” but the instructions were not clear. Anyway I couldn’t figure out how to cancel it. I tried finding a number to call for help - no number. Only an online “help” submission form. I filled it out two separate times and got no response either time. I told them specifically that I wanted to cancel before I was charged and to please help me. No response. Today I was charged the $64 for the subscription that I did not want. I have tried submitting the form for a third time and still haven’t heard anything back. Absolutely horrible customer service and really not happy with their lack of support. Now more than ever, when people are struggling financially and using exercise as a form of release, I’m really disappointed with the way this company operates. Would not recommend them to anyone.",1,False,Jeno258,Steals your money,Strava
2019-11-08 19:22:51,"Been using Map My Ride for a long time now and am a paid subscriber. MMR works well and connects to my speed, heart rate, and cadence meter so easily. But the app is a lil - ugly. It also is geared more towards runners. So I thought I’d try out Strava and see why all the fuss is about - I signed up for the 30 day summit trial and everything looks - well - amazing. Keeps track of the miles I put on my bike and a myriad other brilliant things. Guess what though? No Bluetooth sensor connection - none. You need other supported devices to do that THEN upload that data to your Strava account. Guys, guys, nope. I’m going to cancel my 30 day free subscription. I’ll keep my dumbed down free account for now but won’t actually use the app for recording rides. If the Bluetooth sensor availability is changed I will definitely be forking out the $2 a month for the analysis pack. Until then - forget about it.",5,False,goodkarmadude,No Sensors?,Strava
2021-01-21 04:43:57,"This app has 100% enhanced my workout experience. First of all, I don’t record the run using the app... I ABSOLUTELY recommend using your Apple Watch (or whatever gps tracking watch) when completing a workout and downloading an app called, “HealthFit.” That app will automatically upload your workout to Strava. It’s incredibly reliable. Trust me, I ran over 1,400 miles last year and every single workout was incredibly accurate and correct. Next, the amount of depth and detail gone into every workout analysis is, like I said, simply amazing. The app is incredible and reliable and I have been more dedicated to running than ever, ever since I started using this app and getting to analyze my runs and, literally, see my progression over time. It’s incredible in every way and I am a paid subscriber and am going to use this for years to come.",5,False,Heythere81949,This app is simply amazing,Strava
2021-01-04 20:23:05,"Very disappointed about Strava. I just deleted my account. This is the worst running app that I have tried. The distance recorded by this app per activity is inaccurate. It always gives a smaller course that the one you really run which changes your overall pace. If you are serious about training to maintain your pace, this app will give you a hard time. It doesn’t either allow you to correct your distance ran in your activity. I really don’t recommend this app.

Also if a user wants to create a course or a segment, it requires to subscribe first which basically means having to pay for subscription. No reason to do so because other apps let you do it for free. This app doesn’t either have hot badges or levels to reach based on miles accumulated, which is a motivational factor for runners. Other apps offer that such Nike+Run and Garmin.

MapMyRun is way much better, and even though it is a subscribing app as well, some features are still available for free such as the tool to create a course, adjust a run, among many others.",1,False,LouPalm37,Worst running app,Strava
2020-05-27 03:10:05,"I’ve been recommending this to friends to track their activity simply because most people can get away using the free version of the app. The paid version previously had some solid features that were great, but the free version wasn’t lacking and didn’t feel intentionally crippled by the developer.

The new version does. The free version was essentially stripped of all features besides base tracking. All of these features were moved into the paid tier. All of this, especially in a time where tons of people are out of work feel incredibly greedy. 

I’ll still use this app as someone who has paid, but it’s going to be harder to recommend it to others. Also this decision on Strava’s part has left a bad taste in my mouth towards a company that I otherwise liked.",5,False,Nick DiVona,Greed is ruining this app.,Strava
