date,review,rating,isEdited,userName,title,developerResponse,App_Name
2022-09-11 16:26:17,"this app caused me no troubles but i’m giving it 3 stars because it just decided to lock majority of the categories for quotes on widgets, i don’t know if it was intentional or just a glitch..but it’s plain stupid. who would download an app that would only give them a pick from 9 different quotes? would i really pick motivation on “Feeling Sassy” than “Encouraging words” because feeling sassy is the only one open on the category anyways. i had picked a certain quote on categories and now it’s locked??? are you serious right neow! i know y’all worked hard and probably needed more money cuz you did that ridiculed thing but me personally, i would rather watch ads than pay just to see some quotes and feel good..and i know when you go to general there is the free today section which you could watch an ad to get it but it’s different when you can only have it today vs the time when i had my faith quote forever..This update is the worst, alteast could’ve left some good quotes unlocked but you did ‘‘em all 🤣 congratulations, cuz i ain’t paying to have what i literally had before and maybe some others agree with this. (not saying this bc im broke) please fix 🙏🏽 i really don’t wanna have to find another motivation app 🥲👋🏽 goodbye.",3,False,Tyniceee,Why?,"{'id': 32001591, 'body': ""Hi there, we're sorry you feel that way. Unfortunately, developing an app and creating content takes a lot of work and people. We rotate and unlock different categories to try to give the most variety of unlocked content to our users. Please contact us at hello@monkeytaps.app if there’s a specific issue we can help you with. "", 'modified': '2022-09-13T19:16:39Z'}",Motivation Daily quotes
2022-09-01 05:31:25,"I have been a paying customer of this app for a while.. paying yearly. all of a sudden 2 months ago, the widget option stopped working for me. Within this time, I’ve been contacting the company trying to figure out the reason this doesn’t work for me anymore. It’s been 2 months & I haven’t had any resolution. The best thing they told me to do is to delete & redownload. Which I would if I didn’t have so many quotes of my own filtering through my app. If I delete & redownload, I will lose all of my customized quotes. The company gave me options to have the app for free for 6 months… I’ve already paid yearly for it. I never seen any money given back to me. & they say that their developers are working on this issue everyday to figure it out. I don’t believe them. No one emails me unless I email them. If I don’t contact them concerning this issue, I’m outta mind (out of site out of mind) As long as they’re getting paid though, right??? & after 2 months, you mean to tell me you still don’t understand why it’s not working??? The only way I see the quotes is if I click into the app. I didn’t purchase this app for that. I gave them until September 1st to figure things out. And it’s September 1st. I believe I will be deleting this app & downloading another app, giving them my money instead bc these developers here do NOT care.",1,False,Therealmizkellie,Widget doesn’t work,"{'id': 32001004, 'body': ""We understand that you're frustrated, but we've been working hard to figure out a solution to your widget issue without having you delete/redownload the app so you won't lose your content. We haven't had any other issues with your specific situation that remained unresolved, so our team has been trying to replicate and locate the issue with your specific app. We've also offered you discount codes and let you know that we're working on iCloud sync so you could back up your content before deleting it. If there's anything else we can do to help you out, please email us at hello@monkeytaps.app"", 'modified': '2022-09-13T18:26:18Z'}",Motivation Daily quotes
2022-01-20 12:47:36,"This app is nifty, absolutely love it! There are so many great quotes it provides through the day to give me that mental boost. I like how you can customize the categories to suite your needs as well the background art. I also appreciate how you can favorite and create collections of quotes. 

The reason I give the app 4/5 stars is due to the fact there isn’t any means to search in the past quotes section for specific quotes you’ve seen so you have a chance to favorite them or whatever. Also, after the last update or so one of my favorite backgrounds was taken away (sort of a black and white scene with trees along a wooded country backroad), would be great to have it back. Maybe a way to create a collection of favorite backgrounds and the ability cycle through them automatically?? 

Being that this app requires a paid subscription for an otherwise outstanding and useful app, it would be greatly appreciated if the next update or so would take into consideration at improving the previously mentioned issues. Thank you! :)",5,False,Keo07,Nifty and inspiring!,,Motivation Daily quotes
2019-10-10 01:58:53,"App is decent but it could be better. First off, you have to pay for a majority of the stuff and the stuff you don’t pay for requires you to watch a boring add for 30 second. Second off, the topics are limited if you want the free ones. Some of which are free if you watch an ad. Third off, the fonts don’t change much within the topics. Fourthly, the price is high. You should get an option to have a free trial or pay as you go like 99 cents a month. Fifth, some of quotes aren’t really good or they are by people you don’t really know. I could get better quotes from google. The reason why we had the app is either for a potential background or a daily reminder to empower us. Also, it would be nice to choose how it Notified you. If you could pick out how the notifications appear, the sound it makes and if we could share it to friends or social media. So all in all, the app is basic and I’ll prolly keep a few of the quotes but I don’t think I’ll keep the app or tell anyone else about it at least until some things change.",5,False,BrwIGrl86,Decent but could be better,,Motivation Daily quotes
2022-11-26 07:28:27,"this app is super simple and I love it so much!! The affirmations are so funky and beautiful like my ex husband… ugh don’t need to reopen that wound. Okay now that I’m venting to random people on the internet looking at this app review I might as well spill all the beans beannsssssssss basically he ditched me for a bowl of ice cream in a construction site bc he said he wanted to rebuild new relationships and I’m like this is not the time for puns.? Anyways, I gave him the twinkle I keep in my hair clip in my purse it was pretty old but he will eat it bc he’s got problems anyways and then I told him, you took out your cousin on a date two weeks after we got married how is this happening? And then this pants fell down and he had broccoli underpants on and the church across the street closed all of their windows at the same day, which I don’t even know how that’s possible. He cried and bought a chimichanga and we ate it in the middle of the road and went to home and watched elf. It was July. And that’s my relationship with my ex husband 
Just kidding I’m 17 and I love this app",5,False,gymnastchar,YES,,Motivation Daily quotes
2020-08-08 12:12:17,Recently my father died in March I do not remember the date but I'm am only 10 years old and I thought bc my father laid a rested in a wooden box that there was nothing left to life so I started feeling lots of depression and I felt even more depression when my grandfather died my moms dad my family just suffer so much pain and I didn't understand why so I prayed and prayed hopping god would answer my calls but I never heard back from him in dark u will always find light and my light was the motivation app! It gave me hope and dream something to Believe in! It made me feel so happy every now and then I cry but to relieve pain you have to let your emotions out and don't leave them in a box to relax and relieve u have to let out your emotions and let them work themselves out so I recommend this app because this completely change the way I look at the world now so please download it because I really recommend it because my family and friends and I myself see a big difference!,5,False,Ry'Lyn Francis🥀,The app that changed my life!,"{'id': 17269099, 'body': ""It's users like you that makes us put in the hard work and effort. We are so grateful for your kind words. \n"", 'modified': '2020-08-13T20:31:01Z'}",Motivation Daily quotes
2022-11-11 14:19:32,"The free version is very good. They have free categories that change daily so you get a chance to see what the premium features offer. I have not tried the premium membership because I don’t have the financial ability to do so thus far. 

One problem I just encountered after using the app for about half a year, if you switch or get a new phone the the data (Your collections, your settings, your profile, and your liked quotes) are all GONE. I looked in the FAQ for this app and it warns you about that. This is very disappointing as I’ve been building my collections of favorite quotes, quotes I’d like to share, and quotes I have already shared to people that I’d like to keep for memories are all gone. Why have the collections without being able to keep them with every phone and account?

I hope there’s a remedy to this that I just haven’t found yet or that they are able to bring that option to this app in the future. Anyway, it’s a great app just be careful if you’d want to keep the quotes you save.",4,False,CassandraMariee,Great app with one flaw so far,"{'id': 33223073, 'body': ""We're always trying to improve our app, so we really appreciate your feedback. You'll be happy to know that our development team is already working on an iCloud sync, so that in the future you'll be able to keep your saved data."", 'modified': '2022-11-17T18:32:16Z'}",Motivation Daily quotes
2021-02-17 14:32:46,"Hello! I would’ve put 5 stars instead of 4 but the reason behind it is because there are some of them locked and some of us aren’t allowed to buy things or we don’t have the money for it ! How can we get this app for free and then be expected to be charged ?
Some people (including myself) are going through a rough time right now and we need more encouragement! And you don’t know which type of quotes we need to help us push through to the other side ! Please take it into very careful consideration, a lot of people deal with stuff every day and it’s not fair your blocking us from words we need to hear ! 🥺🥺we just want to be happy and it’s almost like you're taking us away from us ! So much for a ,” Great App”, 🙄and the thing is now that we got new Valentine’s quotes and everything , you lock some of the other quotes which is super unfair ???? Who makes new quotes to lock up other ones I hate this app",5,True,christomlimfan,Why I put 4 stars instead of 5,"{'id': 20172521, 'body': ""Hi there! Motivation and most of its features are free. The 3-day trial gives you the chance to see what the premium version offers without committing to pay for a subscription. If you still want to use the free version of the app just cancel the 3-day trial before the time limit or don't start the trial at all."", 'modified': '2021-01-04T19:02:14Z'}",Motivation Daily quotes
2021-12-16 23:18:52,"Very excellent, on sync moment to moment , answers to where you are in life when reflected to your daily life when applied , by focusing in the motivational uplifting wisdom and all it takes is one to have the knowledge to realize everything is on time , on notifications it pops up with the amazing timing . A divine essence of syconicity . I suppose you may have to try this app. I only speak from experience in useing notifications set on what I know I need , there’s a variety of topic areas available , when starting the app and available to switch add or subtract areas you like to here from the motivational app. Very well constructed app. Even gives you a moment to write and create deeper statements of wisdom and knowledge in creating on your own from personal experience based on one’s journey. Opens minds , mentality’s as well sparks the passion within to know your never alone , and worth every word written and more . 👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽 👍🏽",5,False,MÅŚTÅ MÏXxxxxxxxxxx,Outstanding,,Motivation Daily quotes
2019-03-05 16:39:00,"I love this app, because it definitely helps to keep my mind in a positive place and space. Every day since adding this app, I’ve looked forward to the messages provided that give me much to reflect upon and appreciate. Some apps are much more than a service or amusing form of entertainment, and this one keeps me focused on gratitude and appreciating my day no matter what comes my way!
A big shout out to the developers, as I will continue to share thIs app with others who also need some sunshine or a much needed “pick me up” in their lives.  
Here’s an original quote from me to you today, “Continue pushing in the face of adversity, own the challenge without fear or explanation in claiming your destiny.”
One thought, if you have not considered it already, is to have users send quotes your way for consideration. It can only personalize this app, making it more unique and interactive for all users:) 
Peace & Love to all, we need it right now more than ever.",5,False,OnPointWithWords,"Daily Inspirational Reminders, Priceless","{'id': 7714099, 'body': ""Amazing feedback! We're glad you're enjoying it, that means a lot to us. Thank you so much!"", 'modified': '2019-03-13T14:54:08Z'}",Motivation Daily quotes
2021-05-08 18:38:49,"Love Love Love this app!! 💜 especially when dealing with depression and anxiety (sometimes both together 🤷🏻‍♀️😭) a motivational boost or simple positive change of thought is sometimes all we need. (I do! 🤷🏻‍♀️) 👸🏻☮️💟☯️♋️🛐 Me being a Cancer sign makes me even more aware of the good and bad juju and auroras around me.. and the things this app says is almost right on time, every time for that. (I set it on 30x a day lol) .. It changes my negative train of thoughts immediately, and you can like/dislike the quotes to make it better tailored for you. 
⭐️ We all need to do our best, that’s all we can do. Don’t forget to just live sometimes and enjoy the now. You really only do have yourself and people can be harsh these days. We just gotta be cool, till then. 😎 
This app helps me. Two thumbs up for the great sayings / quotes and amount of times you can set it is from like 1-30 x a day or something. Customizable... 
 ☮️💟☯️♋️⭐️🛐",5,False,Mw1127,Love this app 💜⭐️☮️💟☯️♋️🛐,"{'id': 22771424, 'body': 'Thanks for the awesome review! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.', 'modified': '2021-05-12T16:26:11Z'}",Motivation Daily quotes
2019-12-05 13:42:09,"Potential users, you will not be disappointed! ...and I’d be shocked if you were.  This app has come in SUPER clutch so many times. Whether it’s a motivation quote I go to the app and seek out or if it’s a pop up notification on my home screen. ..which I’d swear my daily notification I get each morning is always just what I need & right on time.  This app has quotes and sayings for seemingly EVERYTHING... even if I want to throw up a little motivational “shade” on my social media without being totally rude.... I’ve found exactly what I’ve needed through a funny quote. LOL!!  I’m pretty sure I use this app daily and absolutely love it.  I refer friends to it all! the! time!

SN: I just read another review - I second the statement about being able to see the same quote when I open the app as I see on my notification without having to go through the notification.  I’ve had that same thought but is by no means a complaint, this app is amazing!!",5,False,ShelzNchz,1000% Worth Subscribing To!!,"{'id': 12634951, 'body': 'Thank you for leaving us such a wonderful review. We are thrilled that you are are loving the experience.', 'modified': '2019-12-29T21:03:51Z'}",Motivation Daily quotes
2021-02-27 01:35:09,"I experienced what seemed to be a glitch when I first got the app. I downloaded the app and began setting it up when I came to a page that asked me if I authorize the free trial and the charge at the end of this trial. I wasn’t ready to commit to this yet, so I killed the app. Later I realized the trial had begun because I was getting the motivational notifications. I reached out to motivational about this and was shocked by the support provided. I understand that Apple manages the financial side of this app. However, their support team wasn’t even open to having a conversation with me. I clearly stated my situation thinking maybe this was a glitch can reverse it, and they responded with refund instructions. In the following emails they were condescending and gave every impression they didn’t want to talk to me. I understand if they can’t help me, however, provide a little empathy a legit explanation at the very least.",5,False,hdhsuxjsns,Support is not great,"{'id': 21408221, 'body': ""Hi there, we are sorry you felt this way. We did explain that if the subscription was not showing up in your account, you were most likely not subscribed and there was no need to cancel a subscription. The app itself is free and you can use a lot of its features without subscribing. We also gave you a link for refund instructions and explained to you that we have no control over Apple's subscriptions, billing and refunds. Please contact us at hello@motivation.app if you still have any more questions."", 'modified': '2021-03-02T21:47:40Z'}",Motivation Daily quotes
2022-05-28 17:17:02,"I love this app already , I downloaded it after I seen some friends on Snapchat posting it . I downloaded it and was like OMG . This app is a app to help motivate you through the day . I love to wake up and see all these motivates and help me through the day . If I’m feeling down I look through the feed . I love this app ! It’s helped me through my day . You can even make widgets to look at everyday . Another thing I love about this app is that I can change how my feed looks ! Make it look beautiful to help me even more ! I total recommended this app if your ever feeling down ! It’s totally free with no money ! I can’t stop checking the feed every few hits . Honestly , I’ll just grow up with the app ! Because there is alot of stuff that I need to be motivated about . And this app is my number one . I love this app and I think YOU should get it . Also get the “ I Am “ app ! It motivates me you just like this app !",5,True,Queen KQ,Love this app !,"{'id': 26214277, 'body': 'This review made our day! Thank you so much for sharing your experience with us.', 'modified': '2021-11-11T13:12:09Z'}",Motivation Daily quotes
2020-06-07 17:15:14,"HIGHLY RECOMMEND. I truly cannot stress enough how much this app has helped me become more positive and grateful  in life. The daily notification reminders help far more than you could ever expect them to. What you read truly is what you become. However, I want to address that I am very unhappy with the fact that I have paid for a yearly subscription and I can not send the folders I have created to my friends. I really don’t like the view of the collections either. I ask that you Please make it where there is an option to view your quotes that you’ve saved to view them in full screen again, just like how they were the first time i found them. I would love to be able to click on a collection I’ve made and be able to just scroll through the large word slides slide by slide. It would be a game changing features, especially for those with a subscription. Thank you!!",5,False,dlythe,ALLOW US SEND OUR FOLDERS TO OUR FRIENDS,"{'id': 16105235, 'body': 'Thank you for your feedback. We are currently working on this, stay tuned!', 'modified': '2020-06-19T23:01:23Z'}",Motivation Daily quotes
2022-02-27 20:25:45,"Okay let’s start off by saying: this is by far the most motivating app I have ever got! I mean look at what it offers!! You get DAILY INSPIRATION! You get to set the number of times it gives you different quotes and the time range. You get to like others motivational and very inspirational quotes! You get to create your own!! Like how amazing is that!!?? All for free, there is however a premium free trial, but even without that the app is so cool!! I would 100% recommend!! It has given me so much perspective on life and has helped me see things in a completely other way! It had given me a lot of motivation to keep trying. If you need some change or inspiration in your life than download Motivational Quotes for free!! Tysm if you have read all of this, IK that this is very long, but that just goes to show how much I appreciate this app, and how amazing it is!!",5,False,the best bff,Motivation Guaranteed!!,"{'id': 28387193, 'body': 'We are so grateful for your kind words. Thanks for sharing your review with us and the community. 😊\n ', 'modified': '2022-03-04T16:36:49Z'}",Motivation Daily quotes
2023-10-23 20:27:17,"I’ve had this app for two years and have the subscription. It never had iCloud backup and my multiple devices had different saved quotes and I didn’t like that. To update my iPhone, apparently the app got uninstalled and now that I realized it was missing and re-downloaded it again, I find a way to login to Apple. I read every single app update notes and I must have missed the login mention. It sure would have been helpful to see that in the notes or mentioned when opening the app when that feature was included because now that I’m back, I’m missing hundreds of quotes. 

I don’t blame the dev for the app temporarily being uninstalled. That’s on Apple and my small storage on my phone. I do wish the dev had made it known (better) so that nothing would had been lost.

At this point, I am considering cancelling my subscription because everything was lost and it’s costing me $15/year for something basic that should have been included years ago. I might as well look for something better now.",2,False,AndresV.,No iCloud Backup,,Motivation Daily quotes
2023-03-12 21:53:01,"I am extremely satisfied with this app because I swear to all of you I will just be sitting in my car in a specific mood and then a quote pops up from this app and it is EXACTLY about what is happening in my life or has to do with EXACTLY how I am feeling and would need someone to say to me at the time. It’s freaky really, because once ehh whatever, 2 times oh ok coincidence but 3 times or more come on now? Are they in my head or can they see me through my phone? But anyways I have enjoyed this app and all the many motivational quotes it has given me, it has helped a bit knowing that someone wrote this quote so hey maybe somebody else actually knows how I feel. Also, I love that I can save them to my favorites and go back to look at the ones I want to look at whenever I want. Great job guys, keep up the good work! 👍🏻👍🏻🙏🙏❤️❤️",5,False,VickieC1015,❤️ these motivational quotes.,"{'id': 35423804, 'body': 'Your review made our day! Thanks so much for sharing your positive experience with the app with us and the community!', 'modified': '2023-03-16T13:35:22Z'}",Motivation Daily quotes
2021-02-04 22:18:50,"8 months ago I started a journey in bettering myself. Discovering the powers of  mindfulness have lead me to have a strong desire for self betterment.  One of the greatest tools I have adopted into my daily life is using motivational quotes to keep myself focused on the importance of remaining positive and using positive affirmations.  This App has has become part of my recipe for success in recovery, the ability to have new quotes sent to me hourly or however frequently I desire keeps me from losing sight of what I need to do. The ability to customize the theme is also a nice bonus and allows me to use pictures I’ve taken in my favorite places in nature as a background which helps me maintain my positive energy and is a nice reminder why I am on this journey. Thank you for this game-changing App, I no longer have to spend hours searching Google for motivational quotes, the Motivation App delivers them to me every hour. 5*",5,False,FJB319,Reinventing,"{'id': 20938508, 'body': 'Thank you so much for this amazing review, it means a lot to see this type of feedback! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.\n', 'modified': '2021-02-08T22:14:41Z'}",Motivation Daily quotes
2019-08-31 12:53:24,"This app is amazing, and it helps and inspires me a lot. I scroll through it sometimes and find amazing quotes. There’s only one problem though, which is, like most games/apps, Premium. I think it limits a bit too much. For example, if I wanted to get over a breakup, I can’t do that. This app is supposed to make us feel better, right? So shouldn’t we have the right to at least choose an option that DOES make us feel better, without paying any money, which, may I add, sometimes makes people feel even WORSE about their day than they already are, because they’re spending MONEY to be HAPPY. I don’t think this is necessary if someone has a low self-esteem, but is only getting quotes about “life’s journey” and “go with the flow”. Sure, those things could help a little bit, but if a few more options were open to us, this app would be better. Like I said, amazing app, just this one problem. I hope the Dev’s take this advice. that’s all. bye~",4,False,laundrysauce,great app but..,,Motivation Daily quotes
