rating,flair_sentiment,date,review,isEdited,title,userName,developerResponse,App_Name,has_leaderboard,has_challenges,has_points,has_badges,has_feedback,has_social,has_tracking,has_goals,has_narrative,has_collab,word_count,Element type,Mentions
4,pos,2022-07-27 00:21:052022-10-26 18:15:592023-01-21 16:39:322023-03-18 22:45:052023-10-29 16:02:562023-03-26 02:59:132023-07-30 21:36:112022-11-15 21:13:34,"I really like this app and I think it’s a wonderful tool for people like myself, who are trying to be more cognizant about products that we are putting in and on our body. My recommendations to make this app even better is to add “Fragrance” into scoring, as we know that there could be many different chemicals under the label “fragrance”. I think this app could be a lot more informative too by being able to click on all the ingredients and not just some. Although they may not be harmful, it would still be nice to know what they are. I also have found many products that I was unable to search or scan. Maybe make it so you can request a score for a product that isn’t listed? Like I said above, I thoroughly like this app and really like how it gives recommendations and alternatives.I absolutely love this app as it gives me the ability to check what is in the food I eat very quickly while in the store.  The only reason I didn’t give it five stars is because occasionally I will get conflicting results. (one example that I just scanned is  Tostitos scoop, multi grain chips) I scanned, and it said good, a friend of mine scanned on her Yuka app and she got negative score – so mine was green and hers was actually orange or red (I can’t remember).  I’ve had this happened a couple of times. So hopefully they will be a little more strict about what people upload in the future.  But all in all this is a FANTASTIC app and I recommend it highly!I love this app so much I have a premium subscription to support them. I have a few suggestions that would make this app perfect for me:
- let us look up ingredients by one or a whole list, not just products. 
-let us choose our own grading system, for example I don’t care about allergens and sometimes it’s the only thing bringing down a product’s score. 
-let us make “collections” for our saved/favorite items.Great app! Consider changing the way you frame calories, as many nutritious foods are naturally high in calorie and fats (olive oil). Perhaps instead of labeling these foods that would have otherwise scored higher as having a “high amount of healthy fat” or simply stating calorie/fat amounts without a rating of good/bad. 

Actually, I feel that rating of food should be heavily based on carcinogenic ingredients/sourcing methods/emission levels. Nutrition is so subjective and the factors listed above are of more importance in the long run.Very useful app, you scan a product and it tells you about the good & the bad in it. Plus if the score is low on an item it gives you a recommendation. My only issued with this app is that I encountered a product with erroneous information and I’ve tried to upload the ingredient list but it doesn’t let me fix the information.I love that this app lets you scan current things you have around the house or even if you scan it at the grocery store, but I wish that you were able to search for the product and see it’s score/recommendations without having to scan it.This app is absolutely amazing in every way and will change the rating to 5 stars if they ever add the tracking of seed oils in the food as well, it would be very beneficial to see seed oils factored into the products overall health score and alert you as to whether or not the product contains any.I wish it took in to account inflammatory oils and dyes. Some of the scores I don’t agree with but I love what they are doing and trying. I think this will help a lot of Americans!",0,"4 Star - RecommendationsGreat app!Great but could be betterCalories and FatUsefulGreat app just missing somethingLove the app, missing a crucial featureI love the app but think it needs more updates",HerbalLivingpugluv2001valvdvdCurryTiffPocky-desuCazcaswellGrimTheJuggerKthom1056789,"{'id': 33036083, 'body': ""Thank you so much for your review! We really appreciate our users feedback, it helps us improve!\nWe certainly do our best with a combination of tech and the team's at Yuka to keep the database clean :) That said, different scores can be due to changes in recipes/compositions, different versions of the same product being on the market, etc.\nIf you can, please send over a screenshot of the product mentioned at: team@yuka.io .\n I would love to look into this for you :)\nThanks again for the lovely review!"", 'modified': '2022-11-08T08:28:38Z'}{'id': 39992111, 'body': ""Hello! Thank you for your thoughtful review. Don't hesitate to send in the necessary pictures and a message detailing which product you are referring to at: team@yuka.io, we're more than happy to make the necessary amendments :)"", 'modified': '2023-11-07T19:23:50Z'}{'id': 33302844, 'body': 'Hi!\n\nThank you for your feedback! We will definitely look into how we can fine-tune our analytical systems further down the road to better pick up on different components.\nWe appreciate you taking the time to write to us :)\nHave a great day,\nBriana', 'modified': '2022-11-22T10:20:33Z'}",Yuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic Scanner,0,0,0,0,0,0,8,0,0,0,642,has_tracking,48
5,neg,2023-06-27 01:00:162023-06-15 19:18:522023-04-03 02:46:372022-05-24 18:59:502023-06-08 18:05:57,"obviously you have to do you're own critical thinking when it comes to a food product. It will score something lower just because of calories or sugar content etc.. If the SUGAR IS NATURAL that shouldn’t mater. Its the added sugars that aren’t cane sugar that is concerning. Just don't put something down if this app says its not 100. I mostly use this app to quickly find bad ingredients. So i give it a 3 star because this app gives a low score on perfectly healthy food. Maybe…

Edit: thank you for the response… i see there is a user base that also could do some heavy lifting for you guys especially in the US.. keep up the good work because we in the US are being poisoned daily and this app is great fro finding bad things fast at the storeI can quit spending untold amounts of time googling ingredients!!!!  Limiting chemicals, dyes, sugar, salt, artificial anything and preservatives just got easy. The hard part?  Americas groceries are garbage!!!!  Hard to find decent food but this app helps us keep things on the shelf where they belong and not in our cart. We just turn it and scan it. If it’s scored unacceptable we walk away.  I almost wish it gave off a mean sounding alarm when things rate bad 😆I’m giving 5 stars but I do have one small suggestion. For my lifestyle I don’t really need to count calories in order to maintain my weight, so calories aren’t really an issue for me. That being said, it’s be nice if there was an option to not have calories negatively impact a foods score. I’d like scores more relevant to my preferences/needs. I could see something like “contains dairy” as being more relevant for me, for example.Yuka has changed the way I shop. I’ll never buy a cosmetic or toiletry product unless it has a good score on Yuka again. It’s so easy to search and filter out unhealthy products. I just wish there were more products in the app, and a better system for food.I was at the gas station getting my daily favorite protein bar that I’ve been consuming for the last 5 years, I decided to use Yuka to scan it…. It scored a ZERO!! I will never eat it again. Now I scan everything before I buy it. Thank you Yuka!!!!! You saved my life!",1,"GREAT, BUT…Finally!Love this app conceptChanged the Way I ShopIt has changed my life!!!",Everything E1se Was t@kenMomWmaTesalalaconnoradoKyle Galaz,"{'id': 37336209, 'body': 'Indeed, it would be interesting to distinguish the difference between the various types of sugars. However, it remains rather complicated for two main reasons: \n\n - Our rating method is based on Nutriscore and does not distinguish between added sugar or the sugar that’s naturally present in a product.\n \n - This information is not always found on product packaging (at least in Europe!) \n\nWe will further look into whether this is something we could integrate in the future for our US users!\n \nI hope this answers your question.\n\nBriana', 'modified': '2023-06-26T13:25:36Z'}{'id': 30008331, 'body': ""Thanks for your comment, we're glad that the app is useful to you!"", 'modified': '2022-05-27T13:54:40Z'}",Yuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic Scanner,0,0,0,0,0,0,5,0,0,0,406,has_tracking,48
5,pos,2023-01-07 02:28:162023-02-17 22:02:132023-11-04 14:24:272022-12-17 00:11:002022-04-12 14:40:452022-02-12 03:29:082022-03-31 03:50:332023-08-10 13:34:052022-06-30 12:21:132021-08-05 01:07:032022-05-16 18:26:542022-03-10 13:01:312023-02-03 01:33:102022-09-25 06:28:322023-03-11 04:43:112020-01-17 08:31:09,"I have to say i really enjoy this app. I'm a licensed cosmetologist/esthetician and of course like to be mindful of the products that I'm using on my self but not only that but also on my clients. This app makes it so easy to break down whats in a product so easily. ive shown everyone i know and even paid for the premium version. (this app is consumer funded. company's do not pay them to say their product is this or that) me being superstitious compared what the app said to what the label of ingredients said and its always right. 
i know the app is still fairly new and the interface and features it offers outside of just listing ingredients and letting you know if there bad then offering recommendations it doesn't do a whole lot more. I like that it keeps of history of barcode scans, i wish it had a feature to incorporate online shopping. Me personally i dont shop alot in stores and without a physical barcode it makes buying things online still risky. so that could be a cool feature. As well as creating like brands and like ranking them by a collective of what their product scores are. I love this idea of putting the power back in the consumers hands though. knowledge is power, and it starts with our daily habits to really see change. THANK YOU!I was introduced to this App by my daughter-in-law; we both were working on becoming more “organic” in our choices. This App is so easy to use, yet so revealing that we filled a garbage can with food and cosmetics that were filled with hazardous ingredients. 

It is very revealing to find the number of hazardous elements that are allowed in, not only our cosmetics, but in our food! I was appalled. But Yuka gives us quite a variety of healthy and safe alternatives to replace the items that we threw away. Now we are familiar with the healthy brands and can build a relationship with them. 

I never would have know that certain additives were harmful, even banned by other countries, that are allowed in the products we use in the U.S. So you will not regret downloading this App. All you have to do is scan the barcode on makeup, soap, and foods of every kind to find out if they score Bad-Poor-Good or Excellent. 

On a humorous note, my son scanned my bottle of Jack Daniels whisky and Yuka’s response was, “We do not rate alcohol. But you know what you’re doing.”  We laughed about that for an hour!

I highly recommend Yuka. It will rate your product, give you recommendations and explain what is good or bad about the one rated. Spread the word!I strongly believe In what the developers of this app are doing.
Transparency and non-biased information on products and food without monetary gain is so needed in todays world. 
Green labels are being slapped onto everything and boxes are being made to look more health conscious which can be deceiving to consumers, this app cuts through all of that and gives scientific information on why a ingredient is listed the way it is, a score for easy comprehension and alternatives!
I bought the premium app just so I could support this idea, even if just a small amount.
You’re appreciated!This is an amazing app, tells you what you are eating and it gives it a score of how harmful it may be. It can even scan beauty products and I just found out every skincare item I’m using is bad for my skin. This app is amazing and it even tells you an alternative list to compare to what you are currently using. Only thing is that you do have to be a member to search items instead of having to scan them, although the lowest option is 8.99/yearly which is amazing! Highly recommend this app!I’m a time where companies have gotten off track with what products can contain be it excessive salt or sugar or even dangerous additives, Yuka is essential. Give a good quick overview of the Product you scan and even offers alternative products that are better for you. If your someone who is looking to lose or maintain weight it’s really good. Scan the item you want eat, get the score and check alternatives. I’ve switched from countless products that scored under 20 to ones that now score 80+. This is my go to app at the grocery store.This app literally changed my life for the better. Getting better products for my hair and body is so much harder than you think but not with this app it makes it easy and it also give you recommendations!!!!  For similar products!! 

This app also works the same way with food you scan something you love and it come up with a bad score well here are some healthy options it’s amazing this is a game changer!!! 
  
Thank you so much for this app!!!!a complete game changer when it comes to personal health. as a person who was 210 lbs one year ago to now 160 pounds. this app gives that last piece of the puzzle when it comes to health. being able to see hazardous additives along with a overall health score makes my personal fitness goals so much easier! i’ll be looking like ronnie coleman thanks to Yuka!I’ve been using this app for only 5 days and it is already proving so useful! It allows me to find the nutritional info of pretty much any product! And if it isn’t on there, you can add it to the crowdsourced database. It’s so cool and fascinating. Also, the app assigns a so-called “score” to each product that rates how healthy it is. It makes the work to find healthy foods so simple. 👍I’ve been using the App now for about 6 months. This App may not have changed my life but made it very easy for me to shop for healthy foods and drinks. I can just aim at the barcode and get a score instead of trying to read the whole label. 
I will definitely recommendI’m glad I found this app! It’s very informative by letting you know what harmful ingredients are in your food and beauty products. I especially like the recommendations it gives for products that scored bad. Totally recommend this app if you are looking to avoid harmful ingredients in your food and beauty products.I honestly didn’t know all the things that aren’t good for me in my house!!! When you first download you start scanning almost anything you can find! I also like they give recommendations for the items with a bad score. I am recommending this app for sure!They are the BEST app for scanning products to see the clean-ness. They scale the product out of 100 and explain why based on the products ingredients they have that score. 

Biggest plus is that they give UNBIASED recommendations for alternative products based on the INGREDIENTS and not based on marketing/ partnerships.This is the greatest free app that I have ever used. It’s so easy to use, and it gives suggestions for healthy alternatives, when a product scores poorly! I have discarded so many products that were really bad and replaced them with healthy alternatives.This is really an awesome App! And everyone should have it. Now every time I buy something I check Yuka score.Product detail/score is a helpful tool. Scanning grocery receipts would be a nice addition.This app rates cosmetic products and foods based on the risk their ingredients pose to our health. I love that it gives scientific sources that the app uses to generate quality scores.",0,Just the startBest App For Healthful Living!A revolutionary health appLiterally the best app there is!EssentialLife changingif you care about your health you need this AppThe beauty of crowdsourcingUser FriendlyThis app is so coolWow!Unbiased & effectiveSo enlightening!Awesome App!Great AppFantastic,Cassidy 😱😂😋Nonapiemonocoolo123IvanforevaRiver Styxthe truth ❤️❤️AlejandroemtzdnfnjjdnnfnfRogerIguanamissssahConveince is BestRockieemcnguardn¡Th¡nCrashes2333Louise027,"{'id': 34177275, 'body': 'Hey Cassidy! Thank you so much for your kind review, we are happy to hear you are enjoying the app and finding it useful! :) \n\nHave a wonderful week! \nBriana ', 'modified': '2023-01-09T13:49:45Z'}{'id': 28062140, 'body': '...and thank you so much for your review! Your encouraging message gives us all the energy needed to work for this amazing project :-) ', 'modified': '2022-02-15T13:04:01Z'}{'id': 29105107, 'body': 'Thank you, we are really happy to read that you find our app useful and easy to use! ', 'modified': '2022-04-11T14:44:59Z'}{'id': 30668201, 'body': 'A huge thank you for your review!', 'modified': '2022-07-01T15:35:33Z'}{'id': 24399906, 'body': 'Thanks a lo for your comment, we are so happy that you like our app and find it useful :-) ', 'modified': '2021-08-09T12:11:36Z'}{'id': 29940676, 'body': 'Thank you very much for your encouragement!', 'modified': '2022-05-24T15:49:26Z'}{'id': 28521350, 'body': 'Hi, Thank you so much for your support, it means a lot to us! We are so happy that you like the recommendation system :-)', 'modified': '2022-03-11T16:42:59Z'}{'id': 32298043, 'body': 'Thanks very much, we are delighted that you like the app and that you find it useful ❤️', 'modified': '2022-09-29T10:11:51Z'}",Yuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic Scanner,0,0,0,0,0,0,16,1,1,0,1302,has_tracking,48
3,neg,2023-09-30 00:43:59,"Basically the app makes a lot of assumptions about nutrition that I, and research of the science of nutrition, don’t agree with. For example, the app will give butter (which recent studies and human consumption for thousands of years have proven it lowers the risk of heart disease and obesity) a low score because of saturated fats and then gives something with seed oils, rampant with oxidized omega 6 which is the fat that clogs your arteries, a higher score. The app also assumes that for example, salt is bad for you. As a ranch hand for a while I understand how dumb of a statement that is. Because if you don’t provide salt blocks to cows they start licking dirt in a desperate attempt to find salt and then die. Salt is a necessary nutrient. Period. Because of all of this, I use the app purely for looking into additives and chemicals, and not for nutritional advice, which an app like this should focus on anyway, because different people need different nutrients, and lots of people are turning to different lifestyle diets to accomplish their goals which according to this app are very unhealthy. (For example I exclusively eat beef, butter, dairy, broccoli, and Diet Pepsi 😂)",0,"The app is good in a lot of ways, but….",Rake28488292,0,Yuka Food Cosmetic Scanner,0,0,0,0,0,0,1,1,0,0,208,has_goals,5
4,neg,2023-08-07 00:00:35,"First off, I LOVE that this uses the European standard (EFSA) vs the American’s FDA, which is stricter and prioritizes health over capitalism. That being said, I use Yuka strictly for the additives ratings and information. Seeing sodium is good too; but counting calories & macros is easy enough, so I’m not a fan of Yuka giving certain products low ratings just because EFSA would subjectively deem them too caloric or fatty. Maybe I want those for my individual goals. I’d love if Yuka had a setting or came out with another app that rated things purely on additives and micronutrients.",0,Almost perfect,The Bees-Knees,0,Yuka Food Cosmetic Scanner,0,0,0,0,0,0,0,1,0,0,101,has_goals,5
4,pos,2022-10-06 04:07:402023-06-06 19:20:12,"First this is one of the best designed apps I’ve seen. The scanner is super fast and allows you to rapidly scan each item and move to the next.

The only thing I wish it had was the ability to custom tailor the rating to your own personal preferences and goals. For instance maybe keto is more important to you than hypothetical limited data studies showing possible effects of food additives. Which I think is often overstated in the app.suggestions-
• always give recommendations, even for “good” products. just so we have the option to find better
• please include an environmental impact assessment. i cannot stress enough how much more i would love this app if there was a rating for environmental impact as well
• personalized recommendations or filters based on goals/needs/preferences
• allow a space for users to rate/comment on products",0,Eye-opening and well designedlove it so far. excited to see progress.,Roboman270Directioner 1D ❤❤❤,"{'id': 32549494, 'body': 'Many thanks for the suggestion. I have noted it carefully with a view to seeing what improvements we can make in the future. ', 'modified': '2022-10-13T09:02:45Z'}",Yuka Food Cosmetic ScannerYuka Food Cosmetic Scanner,0,0,0,0,0,0,0,2,0,0,145,has_goals,5
5,pos,2022-03-31 03:50:33,a complete game changer when it comes to personal health. as a person who was 210 lbs one year ago to now 160 pounds. this app gives that last piece of the puzzle when it comes to health. being able to see hazardous additives along with a overall health score makes my personal fitness goals so much easier! i’ll be looking like ronnie coleman thanks to Yuka!,0,if you care about your health you need this App,Alejandroemtz,"{'id': 29105107, 'body': 'Thank you, we are really happy to read that you find our app useful and easy to use! ', 'modified': '2022-04-11T14:44:59Z'}",Yuka Food Cosmetic Scanner,0,0,0,0,0,0,1,1,0,0,67,has_goals,5
1,neg,2023-08-28 21:44:04,"Was very helpful but then I noticed that they update things as they go, example: Celsius was ranked highly on Yuka, around 74/75 and didn’t had anything bad or harmful for someone who’s working out or looking some alternative for other energy drinks, one day just changed to 33 or so which is the same rate as Red Bull. Not just that, they also updated all my history search, so they probably don’t get sued by bunch of people for false information etc. 

Very very disappointing experience.",0,Yuka 👎,Ramboserbian,"{'id': 38717128, 'body': ""Hello,\n\nCelsius' grade went down as we updated the risk-level of Sucralose, an artificial sweetener which has recently been confirmed by several studies as severely affecting blood glucose levels and increases risk of cancer and cardiovascular disease.\n\nWe work with an in-house toxicologist and nutritionist and, as new studies are published and as compositions are updated, we update the entries so they have the most recent version of each product. This is why sometimes products may change.\n\nYuka is 100% independent and, having had our own long legal battles in France already, we stand by the truth and the analyses in place. No brand or manufacturer can pay to change their rating or appear in recommendations. \n\nI'm sorry this was disappointing to you, but products do tend to evolve and if new information comes to light we owe it to ours users to constantly update.\n\nKind regards, Briana"", 'modified': '2023-09-04T15:51:23Z'}",Yuka Food Cosmetic Scanner,0,0,0,0,0,0,0,0,1,0,87,has_narrative,15
5,neg,2022-04-09 09:56:30,App is wonderful! What's missing would be a button that let's you delete all scanned history items instead of doing one by one.,0,Add delete all button,Gabriel2790,0,Yuka Food Cosmetic Scanner,0,0,0,0,0,0,0,0,1,0,23,has_narrative,15
5,pos,2023-01-07 02:28:162023-04-13 12:29:352022-05-19 11:44:292023-07-03 03:53:372022-09-23 16:38:352023-06-07 13:45:012023-03-30 03:02:162023-03-08 22:18:372022-07-02 13:39:252022-10-10 14:52:592023-03-01 21:37:212022-12-20 03:35:202022-07-26 02:30:53,"I have to say i really enjoy this app. I'm a licensed cosmetologist/esthetician and of course like to be mindful of the products that I'm using on my self but not only that but also on my clients. This app makes it so easy to break down whats in a product so easily. ive shown everyone i know and even paid for the premium version. (this app is consumer funded. company's do not pay them to say their product is this or that) me being superstitious compared what the app said to what the label of ingredients said and its always right. 
i know the app is still fairly new and the interface and features it offers outside of just listing ingredients and letting you know if there bad then offering recommendations it doesn't do a whole lot more. I like that it keeps of history of barcode scans, i wish it had a feature to incorporate online shopping. Me personally i dont shop alot in stores and without a physical barcode it makes buying things online still risky. so that could be a cool feature. As well as creating like brands and like ranking them by a collective of what their product scores are. I love this idea of putting the power back in the consumers hands though. knowledge is power, and it starts with our daily habits to really see change. THANK YOU!I really enjoy utilizing this app when i’m at the grocery store and picking out the best option for myself. This app is very helpful in telling you why they rate an item negatively and positively and it’s so simple and straight to the point that I can use that rating to my own discretion. Whether I say no all together on that specific item and look through the app’s recommendations of a similar more positively rated item or want to read through and accept that “yeah maybe it is too sweet but oh well, as long as there aren’t any seed oils and additives… i’ll accept it,” it depends on my mood or the item i’m looking at entirely. I really appreciate this app and how simple and easy it is to use and choose where it matters most. I also love that there is a scanned history for all the old items you’ve scanned before that you can refer back too! I really am enjoying this app, excited for any beneficial updates. I haven’t used the app for that long yet for any suggestions at the moment.A coworker told me about Yuka and I immediately downloaded it to my phone. It just so happened that I was making a grocery store run later in the day. I used the app to help me make some better choices in products. I went home and checked out my shampoos and lotions, oh my! I appreciate the recommendations that are provided when products rate poorly.  And it was fun to discover that I have made some very good product choices. I think I will find this app even more helpful when I want to try a new product but am unsure if it is really as good as they make it out to be. Also, it keeps a history of the items you have scanned so you can go back and reference them at anytime. 

If you are wondering if the products you are buying are as good as they claim, this app is for you!I’m not even kidding when I say this app changed and potentially saved my life. Since I learned about the insane amount of chemicals and toxins being used in beauty products and foods, I immediately downloaded this app so I knew exactly what I was using on my body and consuming. Now I’ve never been healthier, and the app is already so useful without the premium subscription. It gives me recommendations to use instead of other harmful products, and it has a history tab so I never lose track of all the foods and beauty/self care products I’ve read about. Like I said, amazing app. I’ve already had 5 different friends of mine download it and love it. I’ve never felt safer about what I’m buying until now.I couldn’t be happier with this app. It is so well thought out from a very realistic perspective. Before being introduced to this app from an Ulta employee, I never realized how many  toxins were in the make up of various products. It is no wonder why cancer & other health issues are so prevalent. As a consumer with no scientific degree or medical knowledge this is such a User Friendly app that is not only comprehensive, but goes to the next level of recommending better products or food items & then is also gives you a history of what items you have scanned for your own personal reference. 
I can’t say enough positive things about YUKA!!❤️❤️❤️❤️❤️❤️I’m thoroughly thought I was Eating Healthy Good Food. Being a Truck Driver by Day, cycling 75 miles weekly! Having Little Time to Read the back of every item, then when you Do, there’s still ingredients, not listed!
Premium Membership includes Search Engine box, History, works offline , once a connection is restored it updates what was not included to your History. INDEPENDENT -no big Brother-
Game Changer!  Why haven’t you Downloaded it Already?This app is going to replace Fooducate for me! I love that the recommended alternatives are all decent instead of the former app where it shows you C’s and D’s. I love the way the information is displayed where I’m interested in seeing if a product has negative additives etc. The scan history and recommended tab are fantastic too! I’m looking forward to the annual pricing to support a great product.This app has changed so much for me but I need to review because I discovered a cool feature today. If someone else scans an item and shared it with you, that item is added to YOUR history. I love that!!! Now my family and friends can share excellent products with me and it’s saved for me to refer to later! Love it so much!It shocks me what is marketed as healthy in our stores but when scanned it tells a different story. I am making healthier choices for myself with the help of This app!! It’s laid out in an easy to understand way. Thank you!!!!I just became a premium member and I love the quick and easy scan for products. I’m already finding out that products I thought were healthy were not. Just reading the ingredients on the label doesn’t tell the entire story. In seconds all of the information is there including hidden additives. 

I heartily recommend this App to anyone who is concerned with eating well and using products that are not harmful. 

Thanks to the developers for a truly great app!
⭐️⭐️⭐️⭐️⭐️I love this app. Totally worth it. I thoroughly enjoy the story behind how this app came to be, and I hope they never change or become sellouts. Thank you to the family that made this app.It’s as if the Yuka team read my mind and made a reality. The ease of use, explanations, scoring, history, all of it. What an amazing tool.Recommendations are super easy and they aren’t pushing any products for sale. 

I love the history, ability to favorite, and that a referral gives you premium service. 

I took it to the grocery store and it helped inform decisions so fast!

I would love if “high carb” or “keto” can be in food preferences.

I’ve already told 5 ppl!",0,Just the startSuper Helpful!Love it!Life changingWell Thought Out AppBEST ON IOS !Love!Amazing AppSo thankful for this app!!!Terrific Shopping Tool !!!Lifesaver.Just what I was looking forObsessed,Cassidy 😱😂😋cecegirl_1122BusyBee59Edgar Allan CrowNot a Uniquilo ShopperChicago centralUser femaleMelio09161993Alllllllllllllli45678M1d2i3v4taylor2248friedmisterJessreneeharris,"{'id': 34177275, 'body': 'Hey Cassidy! Thank you so much for your kind review, we are happy to hear you are enjoying the app and finding it useful! :) \n\nHave a wonderful week! \nBriana ', 'modified': '2023-01-09T13:49:45Z'}{'id': 29964840, 'body': 'A big thank you for your feedback 😍\nWe are so happy!', 'modified': '2022-05-25T15:10:41Z'}{'id': 30743799, 'body': 'We are really happy that our app is useful to you! ', 'modified': '2022-07-06T09:07:40Z'}",Yuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic ScannerYuka Food Cosmetic Scanner,0,0,0,0,0,1,1,0,13,0,1283,has_narrative,15
