rating,flair_sentiment,date,developerResponse,review,isEdited,title,userName,App_Name,has_leaderboard,has_challenges,has_points,has_badges,has_feedback,has_social,has_tracking,has_goals,has_narrative,has_collab,word_count,Element type,Mentions
2,neg,2023-05-05 04:56:472023-04-07 01:21:07,"{'id': 36383494, 'body': 'Hi SeattleSamantha, thank you for the feedback, we’ll take your suggestion into consideration, we are always looking for new ways to continue improving. Thanks again.', 'modified': '2023-05-08T07:23:57Z'}{'id': 35853229, 'body': 'Hi Ambigbee, we are so sorry for the inconvenience. We’ve already fixed this problem these days, please update your program to 1.5.2 version to find your previous data. If you have any other problems, please be free to contact.alarmme@enerjoy.life, thanks for your support.', 'modified': '2023-04-10T02:26:51Z'}","Why does it take me, a digital native, this long to figure out how to use this god dang app??? Why can't you remove future tasks like you can with the ones on the day you are in? Esp with how much it spams you with the widly mid ""discover"" mode.

This app is not sensitive to those with ED. 

This app has a screen to view mood tracking but for the life of me I cannot figure out why I can't add my daily mood from that page, and I cannot figure out how to add moods at all. What?

The good, the push notifications are very cute, the idea is nice, the price is fine but you really need to work on your UX and user jounries. I swear a team of interns could make a better UX. Please improve it or I definitely won't renew.I’ve been using the app for months and was enjoying it. Today all of my habit data and my habit tracking is deleted. Nothing to track and no data to review. Tried to repair data all day - nothing worked. Super bummer.",0,Why??Excellent… then all my habit data vanished,SeattleSamanthaAmbigbee,Me Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,2,0,0,0,190,has_tracking,16
3,neg,2022-04-14 10:11:522023-03-05 12:16:472022-06-29 10:53:162023-09-12 18:58:282023-07-06 19:40:28,"{'id': 29297021, 'body': 'Hi, we’re sorry for the inconvenience. We’ve already alerted the designers to this problem. Could you please send a detailed description of the problem and screenshots to\xa0contact.alarmme@enerjoy.life? It would really help us resolve this problem quickly.\xa0Thanks!', 'modified': '2022-04-21T03:05:40Z'}{'id': 35243695, 'body': 'Hi Thatpickyperson, thank you for the feedback, we’ll take your suggestion into consideration, we are always looking for new ways to continue improving. Thanks again.', 'modified': '2023-03-07T03:38:45Z'}{'id': 29793740, 'body': 'Thank you for the feedback, we’ll take your suggestion into consideration, we are always looking for new ways to continue improving. Thanks again.', 'modified': '2022-05-17T09:52:14Z'}","The checklist that this app supplies are very useful since I can use just about all. Having a brief synopsis of the daily news is also very time efficient since I am almost too busy to have hours to read the news. And the sleep music and meditations are also helpful because I love having peaceful music to sleep by. 

However, I am about to cancel my premium subscription because I want to track my sleep. This part of the app doesn’t appear to be working properly. For one thing, it is stuck on two days ago. Today is April 14, but the data will only show for April 12.  I have attempted to reset it on the calendar but the calendar will not allow me to change the date. I am also concerned about the level of accuracy for my sleep tracking. It shows that I was awake for 2 hours the other night (I have no idea about last night or the night before because of the inability to change the date.) I really don’t think that I was awake that much because it isn’t supported by the “sounds” recordings.There are grammar errors all over the app from the broadcast talking in past tense when it should be present tense, to missing spaces or spelling errors. 

The app itself is more tedious than I thought it would be. I thought it would start as a guided process to help motivate me such as quizzes to find out what tasks would best for me and where to start based off my needs, but all the willpower had to come from me. 

The sleep tracking is not very accurate at all compared to others. I am okay with that as I know that wasn’t the main goal, but if you are gonna have it I would compare with Fitbit’s or Apple’s to see what kind of quality people expect. Some past apps I’ve tried allowed 3rd party apps which allowed me to use ones that I know work while still using the their app for everything else.

I would love to see a different medal system for each day. As someone with major depression, anxiety and adhd, many days my personal goal of how many to complete is 3 tasks maybe 5 even if have 30 tasks I want to track. It would be nice to be able to see the days I do super well versus the days I do one task. 

I do plan on getting the subscription as I think it’s a fair deal for other apps I have tried. With this in mind I do hope my review reaches the developers as these things will eventually need to be fixed if they want to keep me for multiple months/years.I switched to paying for this app from another very similar app to try something different. the other app did not have sleep tracking, so that was an additional feature I was looking for.  I like having the weather, my horoscope, sleep report, and the news all in one spot - the daily broadcast. However, the horoscope doesn’t fully show, and there is no way to click into it. Some days it says something with a cliffhanger- like  “Someone who has asked you for help may be involved with something that could end up b…” and leaves you hanging. This is very annoying and something I would like to see the developers fix.Hello!

I love the app and it’s ideas.

There are a few things I’m hoping to bring up to have changed/fixed:

1. I’m not able to change the time of day that my habits fall under. They all appear under “any time of day” and I’d like to be able to change them to morning, afternoon, and evening if possible. 

2. When habits are completed, the following days consistently rearrange the habits and this causes me to have to reorganize them every day. Sometimes, new habits don’t appear immediately as well.

3. The constant pop ups to pay for premium are a bit annoying honestly. Everytime the “spin the wheel” pops up, I hard reset the app and reopen because it takes too long to go through the animation just to offer me to pay for premium for the fifteeth time that day. Could you please limit the number of times the pop up occurs?

Please fix, as this app could easily be the best habit tracking app if those things were ironed out! Possibly worth paying for in the future, but not as it stands now with the issues above. 

Thanks!At first i was like “HOLY COW I CAN CHANGE MY LIFE🤩“ but reality was just- i tried to get routines when it wanted money all it could do was sleep, super frustrated!! 7/5/23 i went to bed i really liked the rain and ocean! but 7/6/23 woke up, checked how i slept, until i couldnt! hated that also..😑 still glad i got 100 for scores, but it was bad.. i hope you understand..",1,"Good App, But There Are Some IssuesI have some suggestions for improvementHoroscope doesn’t fully display on broadcastPLEASE FIXIt was not what i thought😅",MamadonaldThatpickypersonSororitysistah2006DessyBeawXxMehimnothing666,Me Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,5,0,0,0,843,has_tracking,16
4,pos,2023-05-11 13:44:162023-03-22 03:38:432023-03-22 04:20:05,0,"I like using this app as a habit tracker. 

As someone with ADHD and depression, this app helps remind and motivate me to do basic tasks each day. I’m often terrible at remembering if I’ve taken my meds and this app has helped me stay consistent with taking them. When in a depressive episode, basic tasks like washing my face & brushing my teeth can fall to the wayside. This app helps motivate me & remind me to do those basic tasks. Being able to check off one small task like washing your face when in a depressive episode can feel like a huge accomplishment. 

My one pet peeve is that the widget does not refresh on its own. I also wish the data review for tracking habits was more user friendly and visually appealing like the “Habit” app. 

As for the other parts of the app, there are definitely flaws and room for improvement. There are typos in the quotes, the workouts don’t load, the alarm doesn’t always work, and the processes aren’t streamlined.Wanted to try this app completely before buying. Got to work, spent so much time on my routine with alarms and all. It’s so organized, simple, helpful, beautiful… I fell in love with it. Paid for the whole year. THEN realized I can’t sync it with my phone. ☹️ It’s so close to perfect. SO. CLOSE. 
Still though, beautiful job you guys. It’s still the most useful habit tracking app yet. I’ll be switching my workout routine and homework/ work assignments to this tracker too. ☺️It would be really great if y’all had a dark mode. Also, it would be really nice if y’all had different layout for customizing the checklist/to do list I think that would be pretty cool and have a like streak system and you can build points based off of the streaks that you make, otherwise I’m loving what y’all are doing!",0,ADHD and Depression helperCan’t sync across my devices??Great app/ Suggestions,HeideffClaTJImagineRetro,Me Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine Planner,0,0,1,0,0,0,3,0,0,0,322,has_tracking,16
5,pos,2023-09-28 22:35:372023-03-28 18:59:252023-10-04 02:58:592023-05-08 17:33:472023-01-05 16:06:102023-02-08 12:43:07,"{'id': 39402346, 'body': ""Hi Maria! Thanks for your honest review. We're working on making the app better. Thank you for being a part of our community. If you have any questions, our support team is happy to help. :)\n"", 'modified': '2023-10-09T09:53:58Z'}","One thing I didn’t really like about it it’s that some stuff that I really wanted to have on this app are blocked off for paying premium and that doesn’t affect my score at all and things that I liked about it was that it’s very practical to use that. It really helps me with my daily life and most things that I need is on there for free and you should really really try it out. And I haven’t seen but I think premium is like pretty cheap a month.The UI for this app is amazing. I love everything about it. Seriously, this is a one-stop shop for everything I could ask for (from workout routines, to sleep scheduling, diet information, mood tracking, etc etc etc)

This app has it all and I think it might be one that I actually use consistently just because it literally has it all and is SO user friendly.I use this app because I was not really good at keeping tracking my stuff but I saw this app everywhere and I wanted to give it a try and whenever I tried it just for a few hours it actually really helped because honestly I would’ve been laying down for the rest of the day if I haven’t found this.☺️this app is really where i navigate too whenever i’m feeling like my phone is consuming too much of my time and attention. I enjoy everything the app has to offer tracking my mood, journal entries, and always having motivational material to look over to bring back my productivity.I was recommended this app in an ad on tik tok and i have been very impressed by how many features it has! Planner, sleep tracking, affirmations, workouts, meditation, soundscapes and more! My ADHD makes task management difficult but this has helped me find a routine ans stick to it. I definitely recommend this app!It is the best app for tracking your days and what you did",0,"Good and badI never write reviews, but holy cow…This app is amazing!!My safespaceSo Many Features!Me+",Maria Elisa linospiderfr0mmarsRylie829salmaa.aaazodirtsigma444,Me Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,6,0,0,0,335,has_tracking,16
1,neg,2023-04-09 05:35:172023-11-07 04:25:322023-04-11 01:24:362023-02-28 17:08:572023-02-18 21:55:162023-02-16 18:46:502023-06-17 14:41:04,"{'id': 35876227, 'body': ""Hi HentaiiWaifuu, we’re sorry for the inconvenience. If you could send a detailed account of your problems that you've encountered to\xa0contact.alarmme@enerjoy.life, we would really help you resolve this problem quickly.\xa0Thanks!"", 'modified': '2023-04-11T01:41:04Z'}{'id': 40019058, 'body': 'Hi, we’re sorry for the inconvenience. We’ve already alerted the designers to this problem. Could you please send a detailed description of the problem and screenshots to\xa0contact.meplus@enerjoy.life? It would really help us resolve this problem quickly.\xa0Thanks!', 'modified': '2023-11-09T02:12:16Z'}{'id': 35925729, 'body': 'Hi Joylpz, thank you for the feedback, we’ll take your suggestion into consideration, we are always looking for new ways to continue improving. Thanks again.', 'modified': '2023-04-13T02:20:46Z'}{'id': 35153954, 'body': 'Hi Lugrpa, we’re sorry for the inconvenience. Actually, we have the function of editing your routines. If you could send a detailed account of the problem to\xa0contact.alarmme@enerjoy.life, we would really help you resolve this problem quickly.\xa0Thanks!', 'modified': '2023-03-02T02:35:49Z'}{'id': 34958937, 'body': 'Hi Samantha, so sorry for this hassle. Actually, we have the function of  editing the goals,, please contact.alarmme@enerjoy.life. We will help you get on board at no time. Hope to hear from you soon.\r\n', 'modified': '2023-02-20T05:12:28Z'}{'id': 37241519, 'body': 'Hi, we really understand your opinion. But as we’re a small developer, we currently rely on user support to help us improve quality and content. We’re doing our best to keep improving and adding new features, so we can earn that support. Thank you for your understanding. If you have further suggestions, please feel free to contact us again.', 'modified': '2023-06-21T04:17:00Z'}","As someone with Autism, it is always recommended that we have an organized routine for our daily lives.. I’ve always struggled/procrastinated planning out my own routine so I figured that “Me+” would be the perfect app to assist me.

It was great at first, answered some good questions and set my priorities/goals for this app.. but then after, a subscription popped up. Now this I expected to happen so I just skipped and tried continuing.. 

But yet again I’m greeted with SO MANY POP UPS.. everywhere I tapped and looked there was always little advertisements for subscriptions

Not only that but there isn’t really any real tutorial on how to navigate the app so I was just left to figure it out for myself WHILE trying to get past those advertisements..

There’s just too many on the screen that it makes it hard for me to navigate where I need to go; it looks unorganized and messy

This COULD have been a good app, perhaps even a GREAT app.. but it ruined it for me by the overwhelming amount of advertising of subscriptionsTLDR; complicated regulated setup with little benefit. 

I was looking for something to help me plan and track goals. But after spending 20 minutes answering questions about whether I procrastinate or feel overwhelmed the app itself overwhelmed me.  Then asked me if I want a drink of water 🤦🏽‍♂️ still could not find the section to set what I as the user and subscriber wanted. What a waste of time. 

If you’re trying to help people with ADHD and anxiety who are short on time maybe don’t take so much time and require focused attention from the ADHD user for initial simple setup with only a SEVEN day free trial. Can’t believe people are recommending this.I don’t have the time to create a schedule. When I saw the (countless) ads for this app, I thought the app would give you a questionnaire or something about your available time and goals and it would auto generate a suggested schedule based on that (like for example, tackling cleaning tasks during the week when on a busy schedule). However, you have to create your own schedule and add tasks yourself. With all the things I need/want to do its just too overwhelming to figure it out and I ended up not creating any schedule. This app is just not for me.I was really excited to download this as i’ve been struggling in a lot of self image and routine things lately. It was really disappointing to see that several of the goals to set were focused around making your body look a certain way, like weighing yourself in the morning or shaving to have a “beach body!” Overall, will definitely be looking elsewhere for a habit tracker that doesn’t focus on certain appearance standards.I am not satisfied as I could not see the options of planning prior to subscribing, I believe it was very misleading. You cannot add your own goals or anything. There was nothing that would match my needs and that was kind of unsetting. Either we should be able to see prior to purchasing or let us make our own ones as wellCan we seriously get weight loss off of the list of self care goals? Science shows us that dieting just makes us miserable and also leads to long term weight gain.

None of these pre made plans applied to me. There were lots of one size fits all office worker / computer jockey plans. Not so much for professional musicians who want to make a practice and rehearsal schedule.

Also, anyone can make a three step plan to shop for, cook, and share food. In what way is that supposed to be novel or help me.

This app feels slapped together and in no way useful for anyone who isn’t living in a particular box.Unless you want to spend $$ on a fancy to-do list then don’t get it. 

I wish they had some free options but no. Nothing more than a money scam. 

Please, just go and get a cute notebook and write down goals and to-dos and save yourself the time and money.",0,Overwhelming Ads & Hard to NavigateSo wanted to like this app…Another task…Negative Habit BuildingThe optionsDiet culture is not self careCosts too much money,HentaiiWaifuuDocski71JoylpzLugrpaSamantha.V.35<3TeteSagehenDfghhhhvgffffff,Me Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,0,7,0,0,705,has_goals,47
2,neg,2023-04-29 06:20:092023-08-30 22:48:04,"{'id': 40029153, 'body': 'Thank you for the feedback, we’ll take your suggestion into consideration. We are always looking for new ways to continue improving. Thanks again.', 'modified': '2023-11-09T10:20:29Z'}","I love the idea of this app. Colors, pre designed routines,etc. However, the biggest issue is that I can’t edit a routine after it has been entered!! It is beyond frustrating to spend my time creating a routine and then wanting or needing to adjust it and not being able to! To pay for the app that is suppose to help organize and manage your thoughts, routines, goals and then not be able to change or adjust those makes the app unusable in my opinion.Within five minutes of having this app I answered 20 questions and gotten my hopes up. I was optimistic that the app would do me good. Instead of fulfilling my goals I deleted the app once I saw the prices and this suspicious request. It asked me to tap and hold using my thumb. After I thought about it, I  realized it was asking for a fingerprint. I’m sure this app could’ve been great but I’m not  going to put my fingerprint on some unknown, overpriced app. Again sorry but it’s true.",0,Great idea but flawedIt was suspicious,GHBC2008✨🌸Lina💗Marie🌷✨,Me Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,0,2,0,0,177,has_goals,47
2,pos,2023-06-17 06:58:042023-06-05 17:25:08,"{'id': 37241522, 'body': 'Thanks very much for this feedback, it’s very important to us! We attach great importance to the issue.', 'modified': '2023-06-21T04:17:24Z'}{'id': 36992997, 'body': 'Hi Athena, we really understand your opinion. But as we’re a small developer, we currently rely on user support to help us improve quality and content. We’re doing our best to keep improving and adding new features, so we can earn that support. Thank you for your understanding. If you have further suggestions, please feel free to contact us at contact.alarmme@enerjoy.life.', 'modified': '2023-06-08T02:41:59Z'}","I love this app and it’s function. I do like how it easily shows what I want to get accomplished throughout the day and I love the ability to set personal goals and ideas into it 

The only reason I do give it a 4/5 is because I didn’t understand how to edit the tasks properly which originally lead to one of the tasks I wanted every day ended up being every day expect Saturday (and it was Saturday) so when I swiped to the next day to try to edit the task to make it every day it said “let’s focus on todays tasks” I think it would be great to edit the task and routines without it being on that day. Other than that I really enjoy the app“This is the greatest app I’ve ever used.” I won’t say that! I downloaded this app thinking I was gonna finally use an app that can help me achieve my goals and become the best version of myself, because it has purchases that has to be made before using the app. All because the app had to purchases that only if you pay you can use the app",0,Honestly great app but few bugsSome people might say…..,KaydenRCOAthena-2,Me Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,0,2,0,0,199,has_goals,47
3,neg,2023-06-07 19:30:302023-04-06 12:50:532023-02-25 17:05:282023-08-15 12:42:592023-06-10 07:11:592023-04-06 19:58:052023-03-13 13:54:13,"{'id': 37015987, 'body': 'Hi, thank you for the feedback, we’ll take your suggestion into consideration, we are always looking for new ways to continue improving. Thanks again', 'modified': '2023-06-09T03:45:41Z'}{'id': 35853058, 'body': 'Hi Maddie, we are so sorry for the inconvenience. We’ve already fixed this problem these days, please update your program to 1.5.2 version to find your previous data. If you have any other problems, please be free to contact.alarmme@enerjoy.life, thanks for your support.', 'modified': '2023-04-10T02:13:03Z'}{'id': 35084053, 'body': 'Hi Ashley, we really understand your opinion. But as we’re a small developer, we currently rely on user support to help us improve quality and content. We’re doing our best to keep improving and adding new features, so we can earn that support. Thank you for your understanding. If you have further suggestions, please feel free to contact us at contact.alarmme@enerjoy.life.', 'modified': '2023-02-27T03:25:54Z'}{'id': 37056175, 'body': 'Thanks very much for this feedback, it’s very important to us! We attach great importance to the issue. You can also contact our support team via contact.alarmme@enerjoy.life to help solve the problem.', 'modified': '2023-06-12T02:21:43Z'}{'id': 35853220, 'body': 'Hi Mbtapzoo, we are so sorry for the inconvenience. We’ve already fixed this problem these days, please update your program to 1.5.2 version to find your previous data. If you have any other problems, please be free to contact.alarmme@enerjoy.life, thanks for your support.', 'modified': '2023-04-10T02:25:29Z'}{'id': 35391000, 'body': 'Hi Dhyfhfbdbh, we’re sorry for the inconvenience. Actually, we have the function of editing your goals. If you could send a detailed account of the problem to\xa0contact.alarmme@enerjoy.life, we would really help you resolve this problem quickly.\xa0Thanks!', 'modified': '2023-03-15T01:40:45Z'}","I really wanted to love this app but I think I’m looking for something a little more structured. I was hoping I could add times to my daily goals to keep me on a schedule instead of getting to them whenever. As someone who is looking for some organization in their life, I need accountability, and having the option to set times with my daily goals would help. I was also a little disappointed in the exercise options and was the main reason I paid for the app. I know this isn’t a workout app so I don’t want to complain, but I was thinking it’d be a little bit more for what I got after paying. 

I do still think this is a lovely app and I believe it is helping the people who are having good experiences, it just isn’t for me.I’ve used this app for quite some time now and I’ve never had any issues until recently. It seems like every month or twice a month all of my habits get deleted and I have to add them over and over again and when they disappear some of them I can’t add back because it’s says it’s already a habit that exists BUT IT DOESNT and some I can’t edit so they all just sit at “any time of day” instead of them being scheduled… I don’t wanna have to keep doing this so I’ll most likely move to another app because I have too much to do to be fumbling with an app that’s supposed to help with whatever goal you’re on and not add stress It was a wonderful app when I first got it but it’s not that wonderful anymore if all of my goals get thrown outSo I downloaded this app because I have HUGE issues with procrastination and I need a schedule to stick to! But as I was trying this app I went to make a schedule and I have to get premium, I understand that y’all have to make money but it would be nice if you capfuls watch an add or maybe even earn gems after logging in or completing goals do that day so you can use it on other premium things, I just don’t have the ability to do premium right now so it would be appreciated if you could make some changes other than that ok app!This seems Like a  great app to let you get your life organized, it sends you reminders and has list of goals that you get to pick to check off. But With these kinda apps there is always a twist, you have to pay which is really dumb in my opinion because you should not have to pay for a life organization app and as a person who doesn’t have a Job o can’t afford to pay $40 for an appI’m so confused they literally just got rid of the “when?” Option where it asks you what time of the day you’ll goals will notify you so they are all under “any time of day”. The goals are still set for the specific hours of the day I want them to go off but it’s annoying because they aren’t organized :((((((I really enjoy the app as it helps me remember self care and cleaning goals throughout the week. Only to find that one day all your data completely disappears. All your goals, carefully created task lists, timers, completion data - all gone. I could cry I’m so sad the app cleared itself somehow. And to think I paid over $30 for full access :(I can get confusing sometimes. It is a good app I think there should be more opportunities to get people into setting there goals then accomplish then it will make them happier. I think it should be free. So more people would like to get the app.",0,Not what I was expecting.A bug??I know y’all need to make money but I thought it was free…💰💰Help??Data disappearsI need more help and I would give you a 5 star.,DrMeowMew1234Maddie…..Ashley Garcia fanpluto*girl1peewee1616MbtapzooDhyfhfbdbh,Me Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,0,7,0,0,656,has_goals,47
4,neg,2023-10-15 02:49:302023-10-06 00:46:10,0,"This app is great, it helps you stay organized and create good habits. I absolutely love that you can track your day, set goals to achieve and give yourself some motivation to complete tasks, which makes this app wonderful to achieve a better life. There’s just one thing, I don’t really like, how after downloading the app you have to pay instead having to pay for the app, it just feels like if you were wasting your time specifically for the people who don’t wish to spend money of the app, something you could try, is mentioning that for the use of the app you have to pay before downloading it.I’ve used other apps that have those features I’ll use 2 I wish I could do that brought me to write this review 
1. Skipping- “Cut your nails” I cut my nails not to long ago there’s no point in doing it today “Skip” 
2. Rescheduling- “Clean your room” My legs are killing me so I need to move it to tomorrow “Reschedule” 

 I just think this would make the app better and easier to still reach your goals! Even if you can’t accomplish them in the same day! 

(Also I do use free so I am unaware if it’s in the paid version although I feel like that’s pushing it a little much to force people to pay for something so simple but that is all I have to say)",0,It has great pointsSkipping and rescheduling,Xamila9786specking up and standing out,Me Daily Routine PlannerMe Daily Routine Planner,0,0,0,0,0,0,0,2,0,0,242,has_goals,47
4,pos,2023-03-20 15:08:20,0,"I love this app. I use it everyday to set daily goals. One recommendation, please please make a day goal or a monthly goal option. Sometimes I want to put my doctors appointment in and sometimes I have something thats only once a month and I would love if I could add that to my days check list.",0,Almost perfect,sageroo804,Me Daily Routine Planner,0,0,0,0,0,0,0,1,0,0,58,has_goals,47
