rating,flair_sentiment,date,developerResponse,review,isEdited,title,userName,App_Name,has_leaderboard,has_challenges,has_points,has_badges,has_feedback,has_social,has_tracking,has_goals,has_narrative,has_collab,word_count,Element type,Mentions
1,neg,2023-03-23 12:16:52,"{'id': 35345786, 'body': 'Sorry. We have workouts for different parts according to your preference in “Workouts” and can click the button of “Plan Setting”. Also, You could change your information in the progress Interface,  you cloud set profile (including height, start/ target weight). If you have any suggestions, please feel free to tell us. As for price, We currently have three subscription options within our product: monthly, quarterly, and annual. \r\nJustFit-premium-monthly of $19.99\r\nJustFit-premium-quarterly of $29.99\r\nJustFit-premium-annual of $69.99\nThanks!', 'modified': '2023-03-13T06:24:56Z'}","I bought the three month plans and after 55 days it has stopped uploading. I have tried signing out and signing in, re-downloading, everything and nothing will work. I would like a refund since it is already four days behind on my tracking. I have tried emailing for the customer support several times and never hear back. I am hoping this works.",1,Stopped working,PJ102001,JustFit Lazy Workout Fit,0,0,0,0,0,0,1,0,0,0,62,has_tracking,8
1,pos,2023-07-18 23:37:25,"{'id': 37790674, 'body': 'Hi! Thanks for sharing your feedback. JustFit provides users with workout plans based on users fitness levels and abilities. You can also try other supplemental workouts. If you have any suggestions or problems, please feel free to contact us by submitting a request. We are glad to help you!', 'modified': '2023-07-20T06:25:22Z'}",I am a young girl who dreams to have a nice body. I have been seeing this app all over tiktok and as most people the words LAZY WORKOUTS appealed to me. So i downloaded it. I was doing great. I had a 3 day streak and then all of a sudden i couldn’t work out anymore. My motavation is gone and i am slowly gaining back the weight i had lost. I loved the way this app was structured but come on man. I need more than 3 days. OR EVEN A WARNING would’ve been nice. So thanks for sucking my motivation away.,0,Very unpleased,elle_donati,JustFit Lazy Workout Fit,0,0,0,0,0,0,1,0,0,0,104,has_tracking,8
2,neg,2023-04-14 02:36:582023-05-24 01:19:27,"{'id': 35987603, 'body': ""Dear user, so sorry. We offer a 7-day free trial to our annual subscription. You can manage and cancel your subscription on Settings of your iPhone or get a refund through Apple Support. If you have any questions, please email us at contact.justfit@enerjoy.life. We're glad to help you. We really appreciate you updating your updated review once you have been helped. Thanks for your understanding. It means a lot to us."", 'modified': '2023-04-17T02:27:46Z'}","It originally was perfect with goal setting and tracking, but I was told it was free, but you have to pay to use the app for more than three days. If you are willing to pay then I am sure it would be amazing but otherwise, it is just saying it’s free to get your money.hi, just want to say, dont get this app!! its honestly just a scam. youll see a bunch of well fit people doing your workouts and feel “motivated” to look like them and then the app literally wont let you finish your workout streak. it says i dont have to do the  free trail it just says i wont get the full experience and thats fine with me but taking away my opportunity to even work out?? terrible just dont waste your time with this stupid app.",0,Great for 3 dayssome girl,hejwhdifnwjdnfjelsvfirfjvcdth,JustFit Lazy Workout FitJustFit Lazy Workout Fit,0,0,0,0,0,0,2,0,0,0,143,has_tracking,8
3,neg,2023-09-28 01:34:30,"{'id': 39369464, 'body': 'Hi! We’re sorry you feel this way. JustFit is free to download. And users can use some of the features and content. However, you do need a subscription to unlock all the features. Thanks for your understanding. ', 'modified': '2023-10-07T01:42:03Z'}",I was in on a good streak really happy to get more well skinny then all of a sudden a “Pay here” popped up and it wouldn’t let me work out then I realized that it’s making me pay. FOR 6 MINUTES OF A WORKOUT A DAY!! I think that’s stupid you should not really do that at first thought I had a 5/5 review I’m taking that back right now I’m very disappointed!,0,Kinda disappointed,loverose200000,JustFit Lazy Workout Fit,0,0,0,0,0,0,1,0,0,0,74,has_tracking,8
4,neg,2023-10-01 00:06:032023-07-02 02:41:572023-01-03 18:24:02,"{'id': 39369594, 'body': 'Hi! Thank you very much for your feedback. We have various workouts in “Workouts” where you can find the exercises you like. We take care of our user experience seriously. I have given your feedback to our development team. Our team is already working intensively to optimize the algorithm. Thank you for your understanding.', 'modified': '2023-10-07T01:50:45Z'}",Does anyone know how to find the hip group I want bigger hips and idk how to like find a plan that targets curvier hips  like how do I find that that’s what I want to work on and idk where to find it and I also don’t understand like if we have a body figure goal like where and how do I do that and like how do we type it in without it tracking us I don’t wanna go on my phone while working out and I don’t get why it tracks us when we can type it in if that makes any senseSo basically I want to lose weight and I’m young and I can’t buy anything and on day four which is today I tried to do my workout but it wouldn’t let me it kept showing the gift but I couldn’t claim it and it wouldn’t go away! The app is good I’ve been using it for 4 days and I’ve already lost some weight so plz help so I don’t lose my streak.Its great to workout to. So far so good. I feel great. But alot of the extra workouts are for premium users only. No free trial or anything. Im not happy with it not tracking my workout because the extra workouts are premium user only but other than that this app is great to workout.,0,I need helpHELPGreat,YAS SLAY SKSJDJDJDJhayfaicorHairvxigrhdjr,JustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout Fit,0,0,0,0,0,0,3,0,0,0,235,has_tracking,8
1,neg,2023-05-15 15:53:132023-08-08 00:22:302023-04-20 04:27:432022-11-02 04:37:372023-01-10 00:38:092023-04-13 23:24:05,"{'id': 39538867, 'body': 'Hi Jennelee, we’re sorry for the inconvenience. If you could send a detailed account of the problem by submitting a request in the ""feedback"" section, it would really help us resolve this problem quickly. And we will continue to improve our app. Thanks.', 'modified': '2023-10-16T10:51:46Z'}{'id': 38202194, 'body': 'Hi Justbeyoungg, thank you for your feedback and we are sorry for the displeasure you had with the app. We’ve been dedicated to improving our app and valuing your feelings very much. Any word of you could lead to a better app.', 'modified': '2023-08-10T01:26:08Z'}{'id': 36113201, 'body': ""Dear user, so sorry. We offer a 7-day free trial to our annual subscription. You can manage and cancel your subscription on Settings or get a refund through Apple Support. If you have any questions, please email us at contact.justfit@enerjoy.life. We're glad to help you. We really appreciate you updating your updated review once you have been helped. Thanks for your understanding. It means a lot to us."", 'modified': '2023-04-23T03:20:46Z'}{'id': 32965195, 'body': 'Sorry for the unpleasant experience. Justfit! is free to download, users can use some of the features and content. But you do need a subscription to unlock all the features and workouts. The first three days are free. We offer a 7-day free trial to our annual subscription. If you are not satisfied with something, you can cancel your subscription at any time during the trial period. ', 'modified': '2022-11-04T03:46:41Z'}{'id': 34241538, 'body': 'Sorry for the unpleasant experience. \r\n\r\nJustfit! is free to download, users can use some of the features and content. But you do need a subscription to unlock all the features and workouts. The first three days are free. We offer a 7-day free trial to our annual subscription. If you are not satisfied with something, you can cancel your subscription at any time during the trial period. \r\n\r\nThanks for your understanding. ', 'modified': '2023-01-12T07:41:12Z'}{'id': 35987558, 'body': 'Hi! We’re sorry you feel this way. JustFit is free to download. And users can use some of the features and content. However, you do need a subscription to unlock all the features. Thanks for your understanding. ', 'modified': '2023-04-17T02:24:40Z'}","Im a week and a half in. Ive followed everything and even exceeding the activity and calorie goals each day. I gained not only weight but inches indicating that it was not just water weight or muscle weight. I was loosing weight at a steady pace before starting the app.  This leads me to believe that the estimated time they gave me to reach my goal weight is not accurate. 

Like other reviewers i was also charged immediately and would have liked a trial period. I choose three months since i wouldnt be able to afford a year subscription and my target weight was supposedly going to be reached within the three month time frame. 

I also use my apple watch and fitness apps to keep track of daily steps and calories burned. My watch and apps are very similar but the justfit app is way off from both forcing me to work even harder to burn calories to reach my goals when my iwatch says ive already doubled it though the step count on justfit is a few thousand steps ahead of my watch and fitness apps. 

I do love the exercises so its a shame the rest of the app doesnt live up to my expectations and sets unrealistic time frames for weight loss.As a person in recovery for an eating disorder, i was already wary of the questions i would be asked to begin - i wasn’t prepared to be disgusted by the questions though. 
the goal of working out can just be to have fun and enjoy it. the questions about goals were centered around changing my body and/or my weight instead of just because it could be fun? something new to try? then to have a BMI chart when BMI has been proven to be outdated, inaccurate and harmful. this entire app fuels the toxic diet culture. i hope whoever thought of this gets the day they deserve.They lure you in with “a completely Free” workout app. I can’t believe I fell for it again. After they took my bio data (age, gender, weight, fitness goals, current fitness level) then they slap you in the face.
It’s Free for 7-days, then you gotta pay.  Oh, and you can’t opt out and just choose Free in the beginning. They are already asking you at this point to choose a payment plan and payment info.
If there was a way to sue for false advertising I would.Did search for Free fitness application for some instruction on basic beginner exercises for seniors.  As soon as you get past some initial body and fitness items, a screen comes up for membership plans for 1 month, annual, etc. with the pricing.  Basically, all they determined is that I’m old and out-of-shape…already knew that without a payment or completing a fitness and goals quiz.  Don’t waste your time on the not free, app.At first the app was absolutely amazing. The workouts are perfect! But on the fourth day, you have no choice but to buy premium if you want to continue. This is very misleading. I was so excited to continue my workouts and reach my goals. Now I have to just repeat the first three workouts. This is a scam, please work on making changes so no one has to experience the same thing I did.Goes through all this detailed personalization, and gets your goals in mind, and sets a really awesome plan… aaand then after day 3 you have to pay to use the program. You can still see your tuned workout for the next month  though, so I’ll probably just write it down and delete the app.",0,Not worth the price. Gained weightHarmful QuestioningThe AD is a LIENot FreeMisleadingPay to use,Jennelee524Justbeyoungg_N ColonCologirl57hey hey hey yallYou Will Never Catch The Bird,JustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout Fit,0,0,0,0,0,0,0,6,0,0,614,has_goals,23
1,pos,2022-12-18 14:45:51,"{'id': 33818779, 'body': 'Sorry for the inconvenience. \r\n\r\nCurrently, we have three subscription options within our product: monthly subscription, quarterly subscription, and annual subscription with different fees. You can subscribe them to unlock.  We offer a 7-day free trial to our annual subscription. If you are not satisfied with something, you can cancel your subscription at any time during the trial period.', 'modified': '2022-12-20T02:59:17Z'}","What I don’t like about this app is that it doesn’t give you the price first. You have to go through an extreme long process of setting up your goals before they tell you there’s a monthly subscription and tell you how much it is. I’ll tell you, it’s expensive.",0,Long set up before telling price,Soundingon,JustFit Lazy Workout Fit,0,0,0,0,0,0,0,1,0,0,50,has_goals,23
2,neg,2023-08-02 20:08:51,"{'id': 38126763, 'body': 'Hi Emily! We’re sorry you feel this way. JustFit is free to download. And users can use some of the features and content. However, you do need a subscription to unlock all the features. Thanks for your understanding. ', 'modified': '2023-08-07T01:24:00Z'}","I thought this would be a great app that I WOULDN’T have to spend money for, because I’m broke and I need to get fit before school, but this app has other plans. Everything was going great until day 4, when I kept pressing “just start training” a gift kept popping up saying “only $2.49! Buy today!” And then I had to start paying money when I thought I could be healthy and stronger and actually get through my body goals.",0,Money,Emily Howards,JustFit Lazy Workout Fit,0,0,0,0,0,0,0,1,0,0,81,has_goals,23
2,pos,2023-04-06 13:46:35,"{'id': 35860439, 'body': 'Dear user, We have workouts for different parts according to your preference in “Workouts” and you can change the physical limitation, workout duration, Muscle groups. There are many different types of fitness videos within JustFit, and we are constantly updating our fitness content. Please stay tuned!', 'modified': '2023-04-10T08:32:53Z'}",I love this app. I’ve lost 14 pounds in the first 28 days. The issue that I have is after the 28 days it has u to update ur plan/goals. Mine won’t stay what I have chosen. Everyday I go on the app and I have to re choose my plan. Then I have to forward through each day just to get to what day I’m actually on. I’ve done the update and nothing has changed. Helppppp!!!!,0,Fix please!!,hudginslove,JustFit Lazy Workout Fit,0,0,0,0,0,0,0,1,0,0,77,has_goals,23
3,neg,2023-09-08 12:25:322023-08-03 21:56:45,"{'id': 38882982, 'body': 'Hi dear, thank you for the feedback, and we’ll take your suggestion into consideration. We are always looking for new ways to continue improving. Please stay tuned!', 'modified': '2023-09-13T01:29:52Z'}{'id': 38127368, 'body': 'Hi Shepherd, thank you for the feedback, and we’re sorry you feel this way. JustFit is free to download and can provide users tailored exercises. We’ll take your suggestion into consideration. We are always looking for new ways to continue improving. ', 'modified': '2023-08-07T01:58:20Z'}","I’m already someone who’s in shape and goes to the gym but have a few limitations. Pros: exercises are super simple and quick. A good motivator to have a new workout each day ready for me so I don’t have to think.
Cons: My plan is extremely redundant and comically simple. They ask for your weight loss goals when you sign up and claim that you will get to your goal weight by a certain date. How? Magically? They offer zero dietary advice. I can not skip ahead or do two workouts of my plan in one day. The next day is locked. There are plenty of other supplemental workouts available. One says “if you’re having trouble losing weight try this”- should be a picture of a salad underneath it because no amount of exercise without a diet change will get you there.
If you are a total newbie to exercise, this could be a good start for you. But it is incredibly misleading to say that you will lose weight. You may tone up a bit but weight loss comes with consistently eating a well balanced low calorie healthy diet! Good luck!Deleted this app off my phone before I even began utilizing it for workouts. It’s set up like a lot like click bait: tries to get you hyped and eager with a series of questions and statements and then drops the “well you can’t have our personalized approach unless you pay.” Thank you for motivating me to make my own personalized weight loss schedule. It’s quite possible to do with a few check lists, a Fitbit, and some hand picked videos found online. Aside from the predictable “gimmie your money” gimmicks, I guess it could be a great app for someone who doesn’t have the time or motivation to tailor their own weight loss goals and is willing to pay, which is why I give it 3 stars.",0,Not for weight lossNags you to pay,GiselelookalikeShepherd117,JustFit Lazy Workout FitJustFit Lazy Workout Fit,0,0,0,0,0,0,0,2,0,0,321,has_goals,23
5,pos,2023-01-22 18:35:232023-05-22 23:20:092023-03-03 14:29:452023-10-25 13:04:552023-08-07 19:44:282023-08-07 13:20:572023-06-17 21:33:002023-01-08 14:27:382023-07-08 05:39:382023-10-09 13:36:102022-06-02 05:54:302023-06-20 19:43:53,"{'id': 39538817, 'body': 'Thank you so much! It means the world to us ❤️ We will update our content and improve our app! Stay tuned! Looking forward and wish you keep fit.', 'modified': '2023-10-16T10:50:11Z'}{'id': 39539043, 'body': ""Hi, sorry for the unpleasant experience. We haven't developed this kind of function yet. Thank you very much for your feedback and we take care of our user experience seriously. I have given your feedback to our development team, and we will spare no efforts to improve our app. Thanks for your suggestion!"", 'modified': '2023-10-16T10:57:02Z'}{'id': 35225167, 'body': 'Thank you so much! It means the world to us ❤️ We will update our content and improve our app! Stay tuned! Looking forward and wish you keep fit.', 'modified': '2023-03-06T09:35:04Z'}{'id': 38202181, 'body': 'Thank you so much! It means the world to us ❤️ We will update our content and improve our app! Stay tuned! Looking forward and wish you keep fit.', 'modified': '2023-08-10T01:23:18Z'}{'id': 38127677, 'body': 'Thank you so much! It means the world to us ❤️ We will update our content and improve our app! Stay tuned! Looking forward and wish you keep fit.', 'modified': '2023-08-07T02:17:29Z'}{'id': 39443439, 'body': 'Hi, we are so touched by hearing such sincere and warm feedback and we so appreciate your love towards our app. You are definitely the balm for our souls. We will keep working hard in the hope of providing you better product. Have an amazing day!', 'modified': '2023-10-11T02:11:02Z'}","I really like this app because it picks out workouts just for you and sets goals, you can also pick what you prefer not to do or what you want to do and where you want to do it and everything to keep you going. In between each workout they give you breaks and it also shows you how to do the next workout you are about to do. And the best part is that they provide music for each workout so it’s not boring. I definitely recommend this app for you if you want to get in shape, stay healthy, or lose weight!IT works good but I want to know where I can change the way I want to have the body I’m aiming to get! Either way it’s awesome but also what does consolidation mean? Does it mean like when you have the body you want or?? Anyways I love it so far not trying to slack or be slow I have my goals for next school semester to look good and feel good for myself of course! But you know it’s nice to have a glow up once and a while🤭🤭Anyways the app it great thanks devs for working hard to make this great app!🤍🤭🤭I love this workout app. I entered my information and my goals and the app customized my daily workouts. I love that I can re-evaluate after each 28 day program. I don’t do well at the gym. I get intimidated. But doing this program consistently, I am seeing results. My stomach is flatter, my arms are stronger, and my stamina has increased. I’ve already recommended this to several people.This is great for kids adults and elderly who’s looking to lose weight. It keeps you active and healthy and you set goals for yourself. It will ask you a bunch of questions at the being  and then you attempt the workout! Amazing app recommend for all ages.My very first workout with JustFit was awesome! I’ve only done 1 so far and love it! I love how it ask you questions about what your goals are and about you specifically so it can help you even better! Can’t wait to see my progress with this app! 100% recommend!It was actually a good workout it got me breathing hard and they also ask for your goals and what you want to achieve and they give you a time time line and you do a workout every and you can even do it on your bedToday is my first day trying out this fitness program , I am excited about it and I am looking forward for excellent results . I am breathless right now but with confidence and consistency I will achieve my goals ,There are hundreds of DIY workouts on the cyber highway. This app is the very best at assessing the target, creating achievable goals, and setting you “in motion” to conquer your mutually established plan of action. Go for it !! BECAUSE YOU CAN !! It’s a win win!!I didn’t think this app would help but I am  shocked i met my goals and in working out just how I like it thanks to this app :)Love This App So much it keeps me motivated To keep Going To Reach My Goals and just feel amazing everyday.I love this app the easiest workout app  the goals are simple I have lost 9 lbs in my week trial!it was good app to lose weight and It made me get to my goals",1,RecommendWorks good but I have a questionGetting fit in my fiftiesBest fitness app ever!🤩First ImpressionsReally goodGet fitEasy does it!Use this app2nd Step In Life To Start Feeling GoodGreat app!review,Harpie16kokolovesJustfitcolechuffSadie165Ash the desinernya4762992563JemtrinbagomileybrandsAubriana vlove thos freaking gameAzurelee1990lkdgeva ban,JustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout FitJustFit Lazy Workout Fit,0,0,0,0,0,0,0,12,0,0,599,has_goals,23
